station_name,line,borough,segment,unique_key,station_key,station_key_split,line_designators_str
Tremont Av,B,Bx,Concourse,BTremont AvConcourse,Tremont_Av|B_D,B|Tremont_Av|B_D,B_D
Tremont Av,D,Bx,Concourse,DTremont AvConcourse,Tremont_Av|B_D,D|Tremont_Av|B_D,B_D
182-183 Sts,B,Bx,Concourse,B182-183 StsConcourse,182_183_Sts|B_D,B|182_183_Sts|B_D,B_D
182-183 Sts,D,Bx,Concourse,D182-183 StsConcourse,182_183_Sts|B_D,D|182_183_Sts|B_D,B_D
Fordham Rd,B,Bx,Concourse,BFordham RdConcourse,Fordham_Rd|B_D,B|Fordham_Rd|B_D,B_D
Fordham Rd,D,Bx,Concourse,DFordham RdConcourse,Fordham_Rd|B_D,D|Fordham_Rd|B_D,B_D
Kingsbridge Rd,B,Bx,Concourse,BKingsbridge RdConcourse,Kingsbridge_Rd|B_D,B|Kingsbridge_Rd|B_D,B_D
Kingsbridge Rd,D,Bx,Concourse,DKingsbridge RdConcourse,Kingsbridge_Rd|B_D,D|Kingsbridge_Rd|B_D,B_D
Bedford Park Blvd,B,Bx,Concourse,BBedford Park BlvdConcourse,Bedford_Park_Blvd|B_D,B|Bedford_Park_Blvd|B_D,B_D
Bedford Park Blvd,D,Bx,Concourse,DBedford Park BlvdConcourse,Bedford_Park_Blvd|B_D,D|Bedford_Park_Blvd|B_D,B_D
Norwood-205 St,D,Bx,Concourse,DNorwood-205 StConcourse,Norwood_205_St|D,D|Norwood_205_St|D,D
New Lots Av,3,B,New Lots,3New Lots AvNew Lots,New_Lots_Av|3,3|New_Lots_Av|3,3
Van Siclen Av,3,B,New Lots,3Van Siclen AvNew Lots,Van_Siclen_Av|3,3|Van_Siclen_Av|3,3
Pennsylvania Av,3,B,New Lots,3Pennsylvania AvNew Lots,Pennsylvania_Av|3,3|Pennsylvania_Av|3,3
Junius St,3,B,New Lots,3Junius StNew Lots,Junius_St|3,3|Junius_St|3,3
Rockaway Av,3,B,New Lots,3Rockaway AvNew Lots,Rockaway_Av|3,3|Rockaway_Av|3,3
Saratoga Av,3,B,New Lots,3Saratoga AvNew Lots,Saratoga_Av|3,3|Saratoga_Av|3,3
Sutter Av-Rutland Rd,3,B,New Lots,3Sutter Av-Rutland RdNew Lots,Sutter_Av_Rutland_Rd|3,3|Sutter_Av_Rutland_Rd|3,3
Crown Heights-Utica Av,3,B,New Lots,3Crown Heights-Utica AvNew Lots,Crown_Heights_Utica_Av|3_4,3|Crown_Heights_Utica_Av|3_4,3_4
Crown Heights-Utica Av,4,B,New Lots,4Crown Heights-Utica AvNew Lots,Crown_Heights_Utica_Av|3_4,4|Crown_Heights_Utica_Av|3_4,3_4
Kingston Av,3,B,New Lots,3Kingston AvNew Lots,Kingston_Av|3,3|Kingston_Av|3,3
Nostrand Av,3,B,New Lots,3Nostrand AvNew Lots,Nostrand_Av|3,3|Nostrand_Av|3,3
Flatbush Av-Brooklyn College,2,B,Nostrand Av,2Flatbush Av-Brooklyn CollegeNostrand Av,Flatbush_Av_Brooklyn_College|2_5,2|Flatbush_Av_Brooklyn_College|2_5,2_5
Flatbush Av-Brooklyn College,5,B,Nostrand Av,5Flatbush Av-Brooklyn CollegeNostrand Av,Flatbush_Av_Brooklyn_College|2_5,5|Flatbush_Av_Brooklyn_College|2_5,2_5
Newkirk Av,2,B,Nostrand Av,2Newkirk AvNostrand Av,Newkirk_Av|2_5,2|Newkirk_Av|2_5,2_5
Newkirk Av,5,B,Nostrand Av,5Newkirk AvNostrand Av,Newkirk_Av|2_5,5|Newkirk_Av|2_5,2_5
Beverly Rd,2,B,Nostrand Av,2Beverly RdNostrand Av,Beverly_Rd|2_5,2|Beverly_Rd|2_5,2_5
Beverly Rd,5,B,Nostrand Av,5Beverly RdNostrand Av,Beverly_Rd|2_5,5|Beverly_Rd|2_5,2_5
Church Av,2,B,Nostrand Av,2Church AvNostrand Av,Church_Av|2_5,2|Church_Av|2_5,2_5
Church Av,5,B,Nostrand Av,5Church AvNostrand Av,Church_Av|2_5,5|Church_Av|2_5,2_5
Winthrop St,2,B,Nostrand Av,2Winthrop StNostrand Av,Winthrop_St|2_5,2|Winthrop_St|2_5,2_5
Winthrop St,5,B,Nostrand Av,5Winthrop StNostrand Av,Winthrop_St|2_5,5|Winthrop_St|2_5,2_5
Sterling St,2,B,Nostrand Av,2Sterling StNostrand Av,Sterling_St|2_5,2|Sterling_St|2_5,2_5
Sterling St,5,B,Nostrand Av,5Sterling StNostrand Av,Sterling_St|2_5,5|Sterling_St|2_5,2_5
President St,2,B,Nostrand Av,2President StNostrand Av,President_St|2_5,2|President_St|2_5,2_5
President St,5,B,Nostrand Av,5President StNostrand Av,President_St|2_5,5|President_St|2_5,2_5
Eastern Pkwy-Brooklyn Museum,2,B,Eastern Pkwy,2Eastern Pkwy-Brooklyn MuseumEastern Pkwy,Eastern_Pkwy_Brooklyn_Museum|2_3,2|Eastern_Pkwy_Brooklyn_Museum|2_3,2_3
Eastern Pkwy-Brooklyn Museum,3,B,Eastern Pkwy,3Eastern Pkwy-Brooklyn MuseumEastern Pkwy,Eastern_Pkwy_Brooklyn_Museum|2_3,3|Eastern_Pkwy_Brooklyn_Museum|2_3,2_3
Grand Army Plaza,2,B,Eastern Pkwy,2Grand Army PlazaEastern Pkwy,Grand_Army_Plaza|2_3,2|Grand_Army_Plaza|2_3,2_3
Grand Army Plaza,3,B,Eastern Pkwy,3Grand Army PlazaEastern Pkwy,Grand_Army_Plaza|2_3,3|Grand_Army_Plaza|2_3,2_3
Bergen St,2,B,Eastern Pkwy,2Bergen StEastern Pkwy,Bergen_St|2_3,2|Bergen_St|2_3,2_3
Bergen St,3,B,Eastern Pkwy,3Bergen StEastern Pkwy,Bergen_St|2_3,3|Bergen_St|2_3,2_3
Nevins St,2,B,Eastern Pkwy,2Nevins StEastern Pkwy,Nevins_St|2_3_4_5,2|Nevins_St|2_3_4_5,2_3_4_5
Nevins St,3,B,Eastern Pkwy,3Nevins StEastern Pkwy,Nevins_St|2_3_4_5,3|Nevins_St|2_3_4_5,2_3_4_5
Nevins St,4,B,Eastern Pkwy,4Nevins StEastern Pkwy,Nevins_St|2_3_4_5,4|Nevins_St|2_3_4_5,2_3_4_5
Nevins St,5,B,Eastern Pkwy,5Nevins StEastern Pkwy,Nevins_St|2_3_4_5,5|Nevins_St|2_3_4_5,2_3_4_5
Hoyt St,2,B,Eastern Pkwy,2Hoyt StEastern Pkwy,Hoyt_St|2_3,2|Hoyt_St|2_3,2_3
Hoyt St,3,B,Eastern Pkwy,3Hoyt StEastern Pkwy,Hoyt_St|2_3,3|Hoyt_St|2_3,2_3
Clark St,2,B,Eastern Pkwy,2Clark StEastern Pkwy,Clark_St|2_3,2|Clark_St|2_3,2_3
Clark St,3,B,Eastern Pkwy,3Clark StEastern Pkwy,Clark_St|2_3,3|Clark_St|2_3,2_3
Bay Ridge-95 St,R,B,4 Av,RBay Ridge-95 St4 Av,Bay_Ridge_95_St|R,R|Bay_Ridge_95_St|R,R
86 St,R,B,4 Av,R86 St4 Av,86_St|R,R|86_St|R,R
77 St,R,B,4 Av,R77 St4 Av,77_St|R,R|77_St|R,R
Bay Ridge Av,R,B,4 Av,RBay Ridge Av4 Av,Bay_Ridge_Av|R,R|Bay_Ridge_Av|R,R
59 St,N,B,4 Av,N59 St4 Av,59_St|N_R,N|59_St|N_R,N_R
59 St,R,B,4 Av,R59 St4 Av,59_St|N_R,R|59_St|N_R,N_R
53 St,R,B,4 Av,R53 St4 Av,53_St|R,R|53_St|R,R
45 St,R,B,4 Av,R45 St4 Av,45_St|R,R|45_St|R,R
36 St,D,B,4 Av,D36 St4 Av,36_St|D_N_R,D|36_St|D_N_R,D_N_R
36 St,N,B,4 Av,N36 St4 Av,36_St|D_N_R,N|36_St|D_N_R,D_N_R
36 St,R,B,4 Av,R36 St4 Av,36_St|D_N_R,R|36_St|D_N_R,D_N_R
25 St,R,B,4 Av,R25 St4 Av,25_St|R,R|25_St|R,R
Prospect Av,R,B,4 Av,RProspect Av4 Av,Prospect_Av|R,R|Prospect_Av|R,R
Union St,R,B,4 Av,RUnion St4 Av,Union_St|R,R|Union_St|R,R
86 St,N,B,Sea Beach,N86 StSea Beach,86_St|N,N|86_St|N,N
Avenue U,N,B,Sea Beach,NAvenue USea Beach,Avenue_U|N,N|Avenue_U|N,N
Kings Hwy,N,B,Sea Beach,NKings HwySea Beach,Kings_Hwy|N,N|Kings_Hwy|N,N
Bay Pkwy,N,B,Sea Beach,NBay PkwySea Beach,Bay_Pkwy|N,N|Bay_Pkwy|N,N
20 Av,N,B,Sea Beach,N20 AvSea Beach,20_Av|N,N|20_Av|N,N
18 Av,N,B,Sea Beach,N18 AvSea Beach,18_Av|N,N|18_Av|N,N
Fort Hamilton Pkwy,N,B,Sea Beach,NFort Hamilton PkwySea Beach,Fort_Hamilton_Pkwy|N,N|Fort_Hamilton_Pkwy|N,N
8 Av,N,B,Sea Beach,N8 AvSea Beach,8_Av|N,N|8_Av|N,N
Bay 50 St,D,B,West End,DBay 50 StWest End,Bay_50_St|D,D|Bay_50_St|D,D
25 Av,D,B,West End,D25 AvWest End,25_Av|D,D|25_Av|D,D
Bay Pkwy,D,B,West End,DBay PkwyWest End,Bay_Pkwy|D,D|Bay_Pkwy|D,D
20 Av,D,B,West End,D20 AvWest End,20_Av|D,D|20_Av|D,D
18 Av,D,B,West End,D18 AvWest End,18_Av|D,D|18_Av|D,D
79 St,D,B,West End,D79 StWest End,79_St|D,D|79_St|D,D
71 St,D,B,West End,D71 StWest End,71_St|D,D|71_St|D,D
55 St,D,B,West End,D55 StWest End,55_St|D,D|55_St|D,D
50 St,D,B,West End,D50 StWest End,50_St|D,D|50_St|D,D
Fort Hamilton Pkwy,D,B,West End,DFort Hamilton PkwyWest End,Fort_Hamilton_Pkwy|D,D|Fort_Hamilton_Pkwy|D,D
9 Av,D,B,West End,D9 AvWest End,9_Av|D,D|9_Av|D,D
Ocean Pkwy,Q,B,Brighton,QOcean PkwyBrighton,Ocean_Pkwy|Q,Q|Ocean_Pkwy|Q,Q
Brighton Beach,B,B,Brighton,BBrighton BeachBrighton,Brighton_Beach|B_Q,B|Brighton_Beach|B_Q,B_Q
Brighton Beach,Q,B,Brighton,QBrighton BeachBrighton,Brighton_Beach|B_Q,Q|Brighton_Beach|B_Q,B_Q
Sheepshead Bay,B,B,Brighton,BSheepshead BayBrighton,Sheepshead_Bay|B_Q,B|Sheepshead_Bay|B_Q,B_Q
Sheepshead Bay,Q,B,Brighton,QSheepshead BayBrighton,Sheepshead_Bay|B_Q,Q|Sheepshead_Bay|B_Q,B_Q
Neck Rd,Q,B,Brighton,QNeck RdBrighton,Neck_Rd|Q,Q|Neck_Rd|Q,Q
Avenue U,Q,B,Brighton,QAvenue UBrighton,Avenue_U|Q,Q|Avenue_U|Q,Q
Kings Hwy,B,B,Brighton,BKings HwyBrighton,Kings_Hwy|B_Q,B|Kings_Hwy|B_Q,B_Q
Kings Hwy,Q,B,Brighton,QKings HwyBrighton,Kings_Hwy|B_Q,Q|Kings_Hwy|B_Q,B_Q
Avenue M,Q,B,Brighton,QAvenue MBrighton,Avenue_M|Q,Q|Avenue_M|Q,Q
Avenue J,Q,B,Brighton,QAvenue JBrighton,Avenue_J|Q,Q|Avenue_J|Q,Q
Avenue H,Q,B,Brighton,QAvenue HBrighton,Avenue_H|Q,Q|Avenue_H|Q,Q
Newkirk Plaza,B,B,Brighton,BNewkirk PlazaBrighton,Newkirk_Plaza|B_Q,B|Newkirk_Plaza|B_Q,B_Q
Newkirk Plaza,Q,B,Brighton,QNewkirk PlazaBrighton,Newkirk_Plaza|B_Q,Q|Newkirk_Plaza|B_Q,B_Q
Cortelyou Rd,Q,B,Brighton,QCortelyou RdBrighton,Cortelyou_Rd|Q,Q|Cortelyou_Rd|Q,Q
Beverley Rd,Q,B,Brighton,QBeverley RdBrighton,Beverley_Rd|Q,Q|Beverley_Rd|Q,Q
Church Av,B,B,Brighton,BChurch AvBrighton,Church_Av|B_Q,B|Church_Av|B_Q,B_Q
Church Av,Q,B,Brighton,QChurch AvBrighton,Church_Av|B_Q,Q|Church_Av|B_Q,B_Q
Parkside Av,Q,B,Brighton,QParkside AvBrighton,Parkside_Av|Q,Q|Parkside_Av|Q,Q
7 Av,B,B,Brighton,B7 AvBrighton,7_Av|B_Q,B|7_Av|B_Q,B_Q
7 Av,Q,B,Brighton,Q7 AvBrighton,7_Av|B_Q,Q|7_Av|B_Q,B_Q
Park Pl,S,B,Franklin Av,SPark PlFranklin Av,Park_Pl|S,S|Park_Pl|S,S
Neptune Av,F,B,Culver,FNeptune AvCulver,Neptune_Av|F,F|Neptune_Av|F,F
Avenue X,F,B,Culver,FAvenue XCulver,Avenue_X|F,F|Avenue_X|F,F
Avenue U,F,B,Culver,FAvenue UCulver,Avenue_U|F,F|Avenue_U|F,F
Kings Hwy,F,B,Culver,FKings HwyCulver,Kings_Hwy|F,F|Kings_Hwy|F,F
Avenue P,F,B,Culver,FAvenue PCulver,Avenue_P|F,F|Avenue_P|F,F
Avenue N,F,B,Culver,FAvenue NCulver,Avenue_N|F,F|Avenue_N|F,F
Bay Pkwy,F,B,Culver,FBay PkwyCulver,Bay_Pkwy|F,F|Bay_Pkwy|F,F
Avenue I,F,B,Culver,FAvenue ICulver,Avenue_I|F,F|Avenue_I|F,F
18 Av,F,B,Culver,F18 AvCulver,18_Av|F,F|18_Av|F,F
Ditmas Av,F,B,Culver,FDitmas AvCulver,Ditmas_Av|F,F|Ditmas_Av|F,F
Church Av,F,B,Culver,FChurch AvCulver,Church_Av|F_G,F|Church_Av|F_G,F_G
Church Av,G,B,Culver,GChurch AvCulver,Church_Av|F_G,G|Church_Av|F_G,F_G
Fort Hamilton Pkwy,F,B,Culver,FFort Hamilton PkwyCulver,Fort_Hamilton_Pkwy|F_G,F|Fort_Hamilton_Pkwy|F_G,F_G
Fort Hamilton Pkwy,G,B,Culver,GFort Hamilton PkwyCulver,Fort_Hamilton_Pkwy|F_G,G|Fort_Hamilton_Pkwy|F_G,F_G
15 St-Prospect Park,F,B,Culver,F15 St-Prospect ParkCulver,15_St_Prospect_Park|F_G,F|15_St_Prospect_Park|F_G,F_G
15 St-Prospect Park,G,B,Culver,G15 St-Prospect ParkCulver,15_St_Prospect_Park|F_G,G|15_St_Prospect_Park|F_G,F_G
7 Av,F,B,Culver,F7 AvCulver,7_Av|F_G,F|7_Av|F_G,F_G
7 Av,G,B,Culver,G7 AvCulver,7_Av|F_G,G|7_Av|F_G,F_G
Smith-9 Sts,F,B,Culver,FSmith-9 StsCulver,Smith_9_Sts|F_G,F|Smith_9_Sts|F_G,F_G
Smith-9 Sts,G,B,Culver,GSmith-9 StsCulver,Smith_9_Sts|F_G,G|Smith_9_Sts|F_G,F_G
Carroll St,F,B,Culver,FCarroll StCulver,Carroll_St|F_G,F|Carroll_St|F_G,F_G
Carroll St,G,B,Culver,GCarroll StCulver,Carroll_St|F_G,G|Carroll_St|F_G,F_G
Bergen St,F,B,Culver,FBergen StCulver,Bergen_St|F_G,F|Bergen_St|F_G,F_G
Bergen St,G,B,Culver,GBergen StCulver,Bergen_St|F_G,G|Bergen_St|F_G,F_G
York St,F,B,Culver,FYork StCulver,York_St|F,F|York_St|F,F
Rockaway Park-Beach 116 St,A,Q,Rockaway,ARockaway Park-Beach 116 StRockaway,Rockaway_Park_Beach_116_St|A_S,A|Rockaway_Park_Beach_116_St|A_S,A_S
Rockaway Park-Beach 116 St,S,Q,Rockaway,SRockaway Park-Beach 116 StRockaway,Rockaway_Park_Beach_116_St|A_S,S|Rockaway_Park_Beach_116_St|A_S,A_S
Beach 105 St,A,Q,Rockaway,ABeach 105 StRockaway,Beach_105_St|A_S,A|Beach_105_St|A_S,A_S
Beach 105 St,S,Q,Rockaway,SBeach 105 StRockaway,Beach_105_St|A_S,S|Beach_105_St|A_S,A_S
Beach 98 St,A,Q,Rockaway,ABeach 98 StRockaway,Beach_98_St|A_S,A|Beach_98_St|A_S,A_S
Beach 98 St,S,Q,Rockaway,SBeach 98 StRockaway,Beach_98_St|A_S,S|Beach_98_St|A_S,A_S
Beach 90 St,A,Q,Rockaway,ABeach 90 StRockaway,Beach_90_St|A_S,A|Beach_90_St|A_S,A_S
Beach 90 St,S,Q,Rockaway,SBeach 90 StRockaway,Beach_90_St|A_S,S|Beach_90_St|A_S,A_S
Far Rockaway-Mott Av,A,Q,Rockaway,AFar Rockaway-Mott AvRockaway,Far_Rockaway_Mott_Av|A,A|Far_Rockaway_Mott_Av|A,A
Beach 25 St,A,Q,Rockaway,ABeach 25 StRockaway,Beach_25_St|A,A|Beach_25_St|A,A
Beach 36 St,A,Q,Rockaway,ABeach 36 StRockaway,Beach_36_St|A,A|Beach_36_St|A,A
Beach 44 St,A,Q,Rockaway,ABeach 44 StRockaway,Beach_44_St|A,A|Beach_44_St|A,A
Beach 60 St,A,Q,Rockaway,ABeach 60 StRockaway,Beach_60_St|A,A|Beach_60_St|A,A
Beach 67 St-Arverne By The Sea,A,Q,Rockaway,ABeach 67 St-Arverne By The SeaRockaway,Beach_67_St_Arverne_By_The_Sea|A,A|Beach_67_St_Arverne_By_The_Sea|A,A
Broad Channel,A,Q,Rockaway,ABroad ChannelRockaway,Broad_Channel|A_S,A|Broad_Channel|A_S,A_S
Broad Channel,S,Q,Rockaway,SBroad ChannelRockaway,Broad_Channel|A_S,S|Broad_Channel|A_S,A_S
Howard Beach-JFK Airport,A,Q,Rockaway,AHoward Beach-JFK AirportRockaway,Howard_Beach_JFK_Airport|A,A|Howard_Beach_JFK_Airport|A,A
Aqueduct-North Conduit Av,A,Q,Rockaway,AAqueduct-North Conduit AvRockaway,Aqueduct_North_Conduit_Av|A,A|Aqueduct_North_Conduit_Av|A,A
Aqueduct Racetrack,A,Q,Rockaway,AAqueduct RacetrackRockaway,Aqueduct_Racetrack|A,A|Aqueduct_Racetrack|A,A
Ozone Park-Lefferts Blvd,A,Q,Lefferts Blvd,AOzone Park-Lefferts BlvdLefferts Blvd,Ozone_Park_Lefferts_Blvd|A,A|Ozone_Park_Lefferts_Blvd|A,A
111 St,A,Q,Lefferts Blvd,A111 StLefferts Blvd,111_St|A,A|111_St|A,A
104 St,A,Q,Lefferts Blvd,A104 StLefferts Blvd,104_St|A,A|104_St|A,A
Rockaway Blvd,A,Q,Fulton St,ARockaway BlvdFulton St,Rockaway_Blvd|A,A|Rockaway_Blvd|A,A
88 St,A,Q,Fulton St,A88 StFulton St,88_St|A,A|88_St|A,A
80 St,A,Q,Fulton St,A80 StFulton St,80_St|A,A|80_St|A,A
Grant Av,A,B,Fulton St,AGrant AvFulton St,Grant_Av|A,A|Grant_Av|A,A
Euclid Av,A,B,Fulton St,AEuclid AvFulton St,Euclid_Av|A_C,A|Euclid_Av|A_C,A_C
Euclid Av,C,B,Fulton St,CEuclid AvFulton St,Euclid_Av|A_C,C|Euclid_Av|A_C,A_C
Shepherd Av,C,B,Fulton St,CShepherd AvFulton St,Shepherd_Av|C,C|Shepherd_Av|C,C
Van Siclen Av,C,B,Fulton St,CVan Siclen AvFulton St,Van_Siclen_Av|C,C|Van_Siclen_Av|C,C
Liberty Av,C,B,Fulton St,CLiberty AvFulton St,Liberty_Av|C,C|Liberty_Av|C,C
Rockaway Av,C,B,Fulton St,CRockaway AvFulton St,Rockaway_Av|C,C|Rockaway_Av|C,C
Ralph Av,C,B,Fulton St,CRalph AvFulton St,Ralph_Av|C,C|Ralph_Av|C,C
Utica Av,A,B,Fulton St,AUtica AvFulton St,Utica_Av|A_C,A|Utica_Av|A_C,A_C
Utica Av,C,B,Fulton St,CUtica AvFulton St,Utica_Av|A_C,C|Utica_Av|A_C,A_C
Kingston-Throop Avs,C,B,Fulton St,CKingston-Throop AvsFulton St,Kingston_Throop_Avs|C,C|Kingston_Throop_Avs|C,C
Nostrand Av,A,B,Fulton St,ANostrand AvFulton St,Nostrand_Av|A_C,A|Nostrand_Av|A_C,A_C
Nostrand Av,C,B,Fulton St,CNostrand AvFulton St,Nostrand_Av|A_C,C|Nostrand_Av|A_C,A_C
Clinton-Washington Avs,C,B,Fulton St,CClinton-Washington AvsFulton St,Clinton_Washington_Avs|C,C|Clinton_Washington_Avs|C,C
Lafayette Av,C,B,Fulton St,CLafayette AvFulton St,Lafayette_Av|C,C|Lafayette_Av|C,C
High St,A,B,Fulton St,AHigh StFulton St,High_St|A_C,A|High_St|A_C,A_C
High St,C,B,Fulton St,CHigh StFulton St,High_St|A_C,C|High_St|A_C,A_C
Fulton St,G,B,Crosstown,GFulton StCrosstown,Fulton_St|G,G|Fulton_St|G,G
Clinton-Washington Avs,G,B,Crosstown,GClinton-Washington AvsCrosstown,Clinton_Washington_Avs|G,G|Clinton_Washington_Avs|G,G
Classon Av,G,B,Crosstown,GClasson AvCrosstown,Classon_Av|G,G|Classon_Av|G,G
Bedford-Nostrand Avs,G,B,Crosstown,GBedford-Nostrand AvsCrosstown,Bedford_Nostrand_Avs|G,G|Bedford_Nostrand_Avs|G,G
Myrtle-Willoughby Avs,G,B,Crosstown,GMyrtle-Willoughby AvsCrosstown,Myrtle_Willoughby_Avs|G,G|Myrtle_Willoughby_Avs|G,G
Flushing Av,G,B,Crosstown,GFlushing AvCrosstown,Flushing_Av|G,G|Flushing_Av|G,G
Broadway,G,B,Crosstown,GBroadwayCrosstown,Broadway|G,G|Broadway|G,G
Nassau Av,G,B,Crosstown,GNassau AvCrosstown,Nassau_Av|G,G|Nassau_Av|G,G
Greenpoint Av,G,B,Crosstown,GGreenpoint AvCrosstown,Greenpoint_Av|G,G|Greenpoint_Av|G,G
21 St,G,Q,Crosstown,G21 StCrosstown,21_St|G,G|21_St|G,G
21 St-Queensbridge,F,Q,Queens Blvd,F21 St-QueensbridgeQueens Blvd,21_St_Queensbridge|F,F|21_St_Queensbridge|F,F
Queens Plaza,E,Q,Queens Blvd,EQueens PlazaQueens Blvd,Queens_Plaza|E_M_R,E|Queens_Plaza|E_M_R,E_M_R
Queens Plaza,M,Q,Queens Blvd,MQueens PlazaQueens Blvd,Queens_Plaza|E_M_R,M|Queens_Plaza|E_M_R,E_M_R
Queens Plaza,R,Q,Queens Blvd,RQueens PlazaQueens Blvd,Queens_Plaza|E_M_R,R|Queens_Plaza|E_M_R,E_M_R
36 St,M,Q,Queens Blvd,M36 StQueens Blvd,36_St|M_R,M|36_St|M_R,M_R
36 St,R,Q,Queens Blvd,R36 StQueens Blvd,36_St|M_R,R|36_St|M_R,M_R
Steinway St,M,Q,Queens Blvd,MSteinway StQueens Blvd,Steinway_St|M_R,M|Steinway_St|M_R,M_R
Steinway St,R,Q,Queens Blvd,RSteinway StQueens Blvd,Steinway_St|M_R,R|Steinway_St|M_R,M_R
46 St,M,Q,Queens Blvd,M46 StQueens Blvd,46_St|M_R,M|46_St|M_R,M_R
46 St,R,Q,Queens Blvd,R46 StQueens Blvd,46_St|M_R,R|46_St|M_R,M_R
Northern Blvd,M,Q,Queens Blvd,MNorthern BlvdQueens Blvd,Northern_Blvd|M_R,M|Northern_Blvd|M_R,M_R
Northern Blvd,R,Q,Queens Blvd,RNorthern BlvdQueens Blvd,Northern_Blvd|M_R,R|Northern_Blvd|M_R,M_R
65 St,M,Q,Queens Blvd,M65 StQueens Blvd,65_St|M_R,M|65_St|M_R,M_R
65 St,R,Q,Queens Blvd,R65 StQueens Blvd,65_St|M_R,R|65_St|M_R,M_R
Elmhurst Av,M,Q,Queens Blvd,MElmhurst AvQueens Blvd,Elmhurst_Av|M_R,M|Elmhurst_Av|M_R,M_R
Elmhurst Av,R,Q,Queens Blvd,RElmhurst AvQueens Blvd,Elmhurst_Av|M_R,R|Elmhurst_Av|M_R,M_R
Grand Av-Newtown,M,Q,Queens Blvd,MGrand Av-NewtownQueens Blvd,Grand_Av_Newtown|M_R,M|Grand_Av_Newtown|M_R,M_R
Grand Av-Newtown,R,Q,Queens Blvd,RGrand Av-NewtownQueens Blvd,Grand_Av_Newtown|M_R,R|Grand_Av_Newtown|M_R,M_R
Woodhaven Blvd,M,Q,Queens Blvd,MWoodhaven BlvdQueens Blvd,Woodhaven_Blvd|M_R,M|Woodhaven_Blvd|M_R,M_R
Woodhaven Blvd,R,Q,Queens Blvd,RWoodhaven BlvdQueens Blvd,Woodhaven_Blvd|M_R,R|Woodhaven_Blvd|M_R,M_R
63 Dr-Rego Park,M,Q,Queens Blvd,M63 Dr-Rego ParkQueens Blvd,63_Dr_Rego_Park|M_R,M|63_Dr_Rego_Park|M_R,M_R
63 Dr-Rego Park,R,Q,Queens Blvd,R63 Dr-Rego ParkQueens Blvd,63_Dr_Rego_Park|M_R,R|63_Dr_Rego_Park|M_R,M_R
67 Av,M,Q,Queens Blvd,M67 AvQueens Blvd,67_Av|M_R,M|67_Av|M_R,M_R
67 Av,R,Q,Queens Blvd,R67 AvQueens Blvd,67_Av|M_R,R|67_Av|M_R,M_R
Forest Hills-71 Av,E,Q,Queens Blvd,EForest Hills-71 AvQueens Blvd,Forest_Hills_71_Av|E_F_M_R,E|Forest_Hills_71_Av|E_F_M_R,E_F_M_R
Forest Hills-71 Av,F,Q,Queens Blvd,FForest Hills-71 AvQueens Blvd,Forest_Hills_71_Av|E_F_M_R,F|Forest_Hills_71_Av|E_F_M_R,E_F_M_R
Forest Hills-71 Av,M,Q,Queens Blvd,MForest Hills-71 AvQueens Blvd,Forest_Hills_71_Av|E_F_M_R,M|Forest_Hills_71_Av|E_F_M_R,E_F_M_R
Forest Hills-71 Av,R,Q,Queens Blvd,RForest Hills-71 AvQueens Blvd,Forest_Hills_71_Av|E_F_M_R,R|Forest_Hills_71_Av|E_F_M_R,E_F_M_R
75 Av,E,Q,Queens Blvd,E75 AvQueens Blvd,75_Av|E_F,E|75_Av|E_F,E_F
75 Av,F,Q,Queens Blvd,F75 AvQueens Blvd,75_Av|E_F,F|75_Av|E_F,E_F
Kew Gardens-Union Turnpike,E,Q,Queens Blvd,EKew Gardens-Union TurnpikeQueens Blvd,Kew_Gardens_Union_Turnpike|E_F,E|Kew_Gardens_Union_Turnpike|E_F,E_F
Kew Gardens-Union Turnpike,F,Q,Queens Blvd,FKew Gardens-Union TurnpikeQueens Blvd,Kew_Gardens_Union_Turnpike|E_F,F|Kew_Gardens_Union_Turnpike|E_F,E_F
Briarwood-Van Wyck Blvd,E,Q,Queens Blvd,EBriarwood-Van Wyck BlvdQueens Blvd,Briarwood_Van_Wyck_Blvd|E_F,E|Briarwood_Van_Wyck_Blvd|E_F,E_F
Briarwood-Van Wyck Blvd,F,Q,Queens Blvd,FBriarwood-Van Wyck BlvdQueens Blvd,Briarwood_Van_Wyck_Blvd|E_F,F|Briarwood_Van_Wyck_Blvd|E_F,E_F
Sutphin Blvd,F,Q,Queens Blvd,FSutphin BlvdQueens Blvd,Sutphin_Blvd|F,F|Sutphin_Blvd|F,F
Parsons Blvd,F,Q,Queens Blvd,FParsons BlvdQueens Blvd,Parsons_Blvd|F,F|Parsons_Blvd|F,F
169 St,F,Q,Queens Blvd,F169 StQueens Blvd,169_St|F,F|169_St|F,F
Jamaica-179 St,F,Q,Queens Blvd,FJamaica-179 StQueens Blvd,Jamaica_179_St|F,F|Jamaica_179_St|F,F
Jamaica-Van Wyck,E,Q,Queens Blvd,EJamaica-Van WyckQueens Blvd,Jamaica_Van_Wyck|E,E|Jamaica_Van_Wyck|E,E
121 St,J,Q,Jamaica,J121 StJamaica,121_St|J_Z,J|121_St|J_Z,J_Z
121 St,Z,Q,Jamaica,Z121 StJamaica,121_St|J_Z,Z|121_St|J_Z,J_Z
111 St,J,Q,Jamaica,J111 StJamaica,111_St|J,J|111_St|J,J
