borough,closing,opening,station,transfer_segement,transfer_station_name,segment,station_name,line_designators,full_station_name,line,annual_ridership,fiscal_year,student_to_total,annual_ridership_student_adj
Q,,1933-08-19,46 St,,,Queens Blvd,46 St,"['M', 'R']","46 St (M,R)",R,1887764.0,1989,1.0664327286223774,2013173.3135150936
Q,,1933-08-19,Northern Blvd,,,Queens Blvd,Northern Blvd,"['M', 'R']","Northern Blvd (M,R)",M,1224112.0,1989,1.0664327286223774,1305433.1002993956
Q,,1933-08-19,Northern Blvd,,,Queens Blvd,Northern Blvd,"['M', 'R']","Northern Blvd (M,R)",R,1224112.0,1989,1.0664327286223774,1305433.1002993956
Q,,1933-08-19,65 St,,,Queens Blvd,65 St,"['M', 'R']","65 St (M,R)",M,640134.0,1989,1.0664327286223774,682659.8483039569
Q,,1933-08-19,65 St,,,Queens Blvd,65 St,"['M', 'R']","65 St (M,R)",R,640134.0,1989,1.0664327286223774,682659.8483039569
Q,,1936-12-31,Elmhurst Av,,,Queens Blvd,Elmhurst Av,"['M', 'R']","Elmhurst Av (M,R)",M,2132424.0,1989,1.0664327286223774,2274086.7448998443
Q,,1936-12-31,Elmhurst Av,,,Queens Blvd,Elmhurst Av,"['M', 'R']","Elmhurst Av (M,R)",R,2132424.0,1989,1.0664327286223774,2274086.7448998443
Q,,1936-12-31,Grand Av-Newtown,,,Queens Blvd,Grand Av-Newtown,"['M', 'R']","Grand Av-Newtown (M,R)",M,2730926.0,1989,1.0664327286223774,2912348.8658457943
Q,,1936-12-31,Grand Av-Newtown,,,Queens Blvd,Grand Av-Newtown,"['M', 'R']","Grand Av-Newtown (M,R)",R,2730926.0,1989,1.0664327286223774,2912348.8658457943
Q,,1936-12-31,Woodhaven Blvd,,,Queens Blvd,Woodhaven Blvd,"['M', 'R']","Woodhaven Blvd (M,R)",M,4559817.0,1989,1.0664327286223774,4862738.085328703
Q,,1936-12-31,Woodhaven Blvd,,,Queens Blvd,Woodhaven Blvd,"['M', 'R']","Woodhaven Blvd (M,R)",R,4559817.0,1989,1.0664327286223774,4862738.085328703
Q,,1936-12-31,63 Dr-Rego Park,,,Queens Blvd,63 Dr-Rego Park,"['M', 'R']","63 Dr-Rego Park (M,R)",M,3406069.0,1989,1.0664327286223774,3632343.457546092
Q,,1936-12-31,63 Dr-Rego Park,,,Queens Blvd,63 Dr-Rego Park,"['M', 'R']","63 Dr-Rego Park (M,R)",R,3406069.0,1989,1.0664327286223774,3632343.457546092
Q,,1936-12-31,67 Av,,,Queens Blvd,67 Av,"['M', 'R']","67 Av (M,R)",M,1900010.0,1989,1.0664327286223774,2026232.8487098033
Q,,1936-12-31,67 Av,,,Queens Blvd,67 Av,"['M', 'R']","67 Av (M,R)",R,1900010.0,1989,1.0664327286223774,2026232.8487098033
Q,,1936-12-31,Forest Hills-71 Av,,,Queens Blvd,Forest Hills-71 Av,"['E', 'F', 'M', 'R']","Forest Hills-71 Av (E,F,M,R)",E,5964180.0,1989,1.0664327286223774,6360396.75139501
Q,,1936-12-31,Forest Hills-71 Av,,,Queens Blvd,Forest Hills-71 Av,"['E', 'F', 'M', 'R']","Forest Hills-71 Av (E,F,M,R)",F,5964180.0,1989,1.0664327286223774,6360396.75139501
Q,,1936-12-31,Forest Hills-71 Av,,,Queens Blvd,Forest Hills-71 Av,"['E', 'F', 'M', 'R']","Forest Hills-71 Av (E,F,M,R)",M,5964180.0,1989,1.0664327286223774,6360396.75139501
Q,,1936-12-31,Forest Hills-71 Av,,,Queens Blvd,Forest Hills-71 Av,"['E', 'F', 'M', 'R']","Forest Hills-71 Av (E,F,M,R)",R,5964180.0,1989,1.0664327286223774,6360396.75139501
Q,,1936-12-31,75 Av,,,Queens Blvd,75 Av,"['E', 'F']","75 Av (E,F)",E,555022.0,1989,1.0664327286223774,591893.6259054492
Q,,1936-12-31,75 Av,,,Queens Blvd,75 Av,"['E', 'F']","75 Av (E,F)",F,555022.0,1989,1.0664327286223774,591893.6259054492
Q,,1936-12-31,Kew Gardens-Union Turnpike,,,Queens Blvd,Kew Gardens-Union Turnpike,"['E', 'F']","Kew Gardens-Union Turnpike (E,F)",E,5664778.0,1989,1.0664327286223774,6041104.659580014
Q,,1936-12-31,Kew Gardens-Union Turnpike,,,Queens Blvd,Kew Gardens-Union Turnpike,"['E', 'F']","Kew Gardens-Union Turnpike (E,F)",F,5664778.0,1989,1.0664327286223774,6041104.659580014
Q,,1937-04-24,Briarwood-Van Wyck Blvd,,,Queens Blvd,Briarwood-Van Wyck Blvd,"['E', 'F']","Briarwood-Van Wyck Blvd (E,F)",E,1232840.0,1989,1.0664327286223774,1314740.9251548117
Q,,1937-04-24,Briarwood-Van Wyck Blvd,,,Queens Blvd,Briarwood-Van Wyck Blvd,"['E', 'F']","Briarwood-Van Wyck Blvd (E,F)",F,1232840.0,1989,1.0664327286223774,1314740.9251548117
Q,,1937-04-24,Sutphin Blvd,,,Queens Blvd,Sutphin Blvd,['F'],Sutphin Blvd (F),F,1164994.0,1989,1.0664327286223774,1242387.7302486978
Q,,1937-04-24,Parsons Blvd,,,Queens Blvd,Parsons Blvd,['F'],Parsons Blvd (F),F,3011869.0,1989,1.0664327286223774,3211955.675923151
Q,,1937-04-24,169 St,,,Queens Blvd,169 St,['F'],169 St (F),F,2523187.0,1989,1.0664327286223774,2690809.1972345104
Q,,1950-12-11,Jamaica-179 St,,,Queens Blvd,Jamaica-179 St,['F'],Jamaica-179 St (F),F,8552375.0,1989,1.0664327286223774,9120532.607451804
Q,,1988-12-11,Jamaica-Van Wyck,,,Queens Blvd,Jamaica-Van Wyck,['E'],Jamaica-Van Wyck (E),E,924389.0,1989,1.0664327286223774,985798.6835785108
Q,,1918-07-03,121 St,,,Jamaica,121 St,"['J', 'Z']","121 St (J,Z)",J,449642.0,1989,1.0664327286223774,479512.944963223
Q,,1918-07-03,121 St,,,Jamaica,121 St,"['J', 'Z']","121 St (J,Z)",Z,449642.0,1989,1.0664327286223774,479512.944963223
Q,,1917-05-28,111 St,,,Jamaica,111 St,['J'],111 St (J),J,352010.0,1989,1.0664327286223774,375394.98480236303
Q,,1917-05-28,104 St,,,Jamaica,104 St,"['J', 'Z']","104 St (J,Z)",J,342940.0,1989,1.0664327286223774,365722.4399537581
Q,,1917-05-28,104 St,,,Jamaica,104 St,"['J', 'Z']","104 St (J,Z)",Z,342940.0,1989,1.0664327286223774,365722.4399537581
Q,,1917-05-28,Woodhaven Blvd,,,Jamaica,Woodhaven Blvd,"['J', 'Z']","Woodhaven Blvd (J,Z)",J,475135.0,1989,1.0664327286223774,506699.5145139933
Q,,1917-05-28,Woodhaven Blvd,,,Jamaica,Woodhaven Blvd,"['J', 'Z']","Woodhaven Blvd (J,Z)",Z,475135.0,1989,1.0664327286223774,506699.5145139933
Q,,1917-05-28,85 St-Forest Pkwy,,,Jamaica,85 St-Forest Pkwy,['J'],85 St-Forest Pkwy (J),J,436504.0,1989,1.0664327286223774,465502.1517745822
Q,,1917-05-28,75 St-Elderts Ln,,,Jamaica,75 St-Elderts Ln,"['J', 'Z']","75 St-Elderts Ln (J,Z)",J,457896.0,1989,1.0664327286223774,488315.2807052721
Q,,1917-05-28,75 St-Elderts Ln,,,Jamaica,75 St-Elderts Ln,"['J', 'Z']","75 St-Elderts Ln (J,Z)",Z,457896.0,1989,1.0664327286223774,488315.2807052721
B,,,Cypress Hills,,,Jamaica,Cypress Hills,['J'],Cypress Hills (J),J,237981.0,1989,1.0664327286223774,253790.727190282
B,,,Crescent St,,,Jamaica,Crescent St,"['J', 'Z']","Crescent St (J,Z)",J,900821.0,1989,1.0664327286223774,960664.9970303386
B,,,Crescent St,,,Jamaica,Crescent St,"['J', 'Z']","Crescent St (J,Z)",Z,900821.0,1989,1.0664327286223774,960664.9970303386
B,,,Norwood Av,,,Jamaica,Norwood Av,"['J', 'Z']","Norwood Av (J,Z)",J,660472.0,1989,1.0664327286223774,704348.9571386789
B,,,Norwood Av,,,Jamaica,Norwood Av,"['J', 'Z']","Norwood Av (J,Z)",Z,660472.0,1989,1.0664327286223774,704348.9571386789
B,,,Cleveland St,,,Jamaica,Cleveland St,['J'],Cleveland St (J),J,594576.0,1989,1.0664327286223774,634075.3060533786
B,,,Van Siclen Av,,,Jamaica,Van Siclen Av,"['J', 'Z']","Van Siclen Av (J,Z)",J,484759.0,1989,1.0664327286223774,516962.86309425504
B,,,Van Siclen Av,,,Jamaica,Van Siclen Av,"['J', 'Z']","Van Siclen Av (J,Z)",Z,484759.0,1989,1.0664327286223774,516962.86309425504
B,,,Alabama Av,,,Jamaica,Alabama Av,['J'],Alabama Av (J),J,142817.0,1989,1.0664327286223774,152304.72300366207
B,,,Chauncey St,,,Jamaica,Chauncey St,"['J', 'Z']","Chauncey St (J,Z)",J,407938.0,1989,1.0664327286223774,435038.4344487554
B,,,Chauncey St,,,Jamaica,Chauncey St,"['J', 'Z']","Chauncey St (J,Z)",Z,407938.0,1989,1.0664327286223774,435038.4344487554
B,,,Halsey St,,,Jamaica,Halsey St,['J'],Halsey St (J),J,811888.0,1989,1.0664327286223774,865823.9351757647
B,,,Gates Av,,,Jamaica,Gates Av,"['J', 'Z']","Gates Av (J,Z)",J,774578.0,1989,1.0664327286223774,826035.3300708638
B,,,Gates Av,,,Jamaica,Gates Av,"['J', 'Z']","Gates Av (J,Z)",Z,774578.0,1989,1.0664327286223774,826035.3300708638
B,,,Kosciuszko St,,,Jamaica,Kosciuszko St,['J'],Kosciuszko St (J),J,551004.0,1989,1.0664327286223774,587608.6992018444
B,,,Myrtle Av,,,Jamaica,Myrtle Av,"['J', 'M', 'Z']","Myrtle Av (J,M,Z)",J,1131636.0,1989,1.0664327286223774,1206813.6672873127
B,,,Myrtle Av,,,Jamaica,Myrtle Av,"['J', 'M', 'Z']","Myrtle Av (J,M,Z)",M,1131636.0,1989,1.0664327286223774,1206813.6672873127
B,,,Myrtle Av,,,Jamaica,Myrtle Av,"['J', 'M', 'Z']","Myrtle Av (J,M,Z)",Z,1131636.0,1989,1.0664327286223774,1206813.6672873127
B,,,Flushing Av,,,Jamaica,Flushing Av,"['J', 'M']","Flushing Av (J,M)",J,1383255.0,1989,1.0664327286223774,1475148.4040305465
B,,,Flushing Av,,,Jamaica,Flushing Av,"['J', 'M']","Flushing Av (J,M)",M,1383255.0,1989,1.0664327286223774,1475148.4040305465
B,,,Lorimer St,,,Jamaica,Lorimer St,"['J', 'M']","Lorimer St (J,M)",J,622164.0,1989,1.0664327286223774,663496.0521706128
B,,,Lorimer St,,,Jamaica,Lorimer St,"['J', 'M']","Lorimer St (J,M)",M,622164.0,1989,1.0664327286223774,663496.0521706128
B,,,Hewes St,,,Jamaica,Hewes St,"['J', 'M']","Hewes St (J,M)",J,452985.0,1989,1.0664327286223774,483078.0295750076
B,,,Hewes St,,,Jamaica,Hewes St,"['J', 'M']","Hewes St (J,M)",M,452985.0,1989,1.0664327286223774,483078.0295750076
B,,,Marcy Av,,,Jamaica,Marcy Av,"['J', 'M', 'Z']","Marcy Av (J,M,Z)",J,1545550.0,1989,1.0664327286223774,1648225.1037223153
B,,,Marcy Av,,,Jamaica,Marcy Av,"['J', 'M', 'Z']","Marcy Av (J,M,Z)",M,1545550.0,1989,1.0664327286223774,1648225.1037223153
B,,,Marcy Av,,,Jamaica,Marcy Av,"['J', 'M', 'Z']","Marcy Av (J,M,Z)",Z,1545550.0,1989,1.0664327286223774,1648225.1037223153
Q,,,Middle Village-Metropolitan Av,,,Myrtle Av,Middle Village-Metropolitan Av,['M'],Middle Village-Metropolitan Av (M),M,774226.0,1989,1.0664327286223774,825659.9457503888
Q,,,Fresh Pond Rd,,,Myrtle Av,Fresh Pond Rd,['M'],Fresh Pond Rd (M),M,857082.0,1989,1.0664327286223774,914020.2959131245
Q,,,Forest Av,,,Myrtle Av,Forest Av,['M'],Forest Av (M),M,565735.0,1989,1.0664327286223774,603318.3197271806
Q,,,Seneca Av,,,Myrtle Av,Seneca Av,['M'],Seneca Av (M),M,416420.0,1989,1.0664327286223774,444083.9168529304
B,,,Knickerbocker Av,,,Myrtle Av,Knickerbocker Av,['M'],Knickerbocker Av (M),M,587000.0,1989,1.0664327286223774,625996.0117013355
B,,,Central Av,,,Myrtle Av,Central Av,['M'],Central Av (M),M,266153.0,1989,1.0664327286223774,283834.2700210316
B,,,Canarsie-Rockaway Pkwy,,,Canarsie,Canarsie-Rockaway Pkwy,['L'],Canarsie-Rockaway Pkwy (L),L,1681997.0,1989,1.0664327286223774,1793736.6502446528
B,,,East 105 St,,,Canarsie,East 105 St,['L'],East 105 St (L),L,666372.0,1989,1.0664327286223774,710640.9102375509
B,,,New Lots Av,,,Canarsie,New Lots Av,['L'],New Lots Av (L),L,368258.0,1989,1.0664327286223774,392722.38377701945
B,,,Livonia Av,,,Canarsie,Livonia Av,['L'],Livonia Av (L),L,219078.0,1989,1.0664327286223774,233631.9493211332
B,,,Sutter Av,,,Canarsie,Sutter Av,['L'],Sutter Av (L),L,580870.0,1989,1.0664327286223774,619458.7790748803
B,,,Atlantic Av,,,Canarsie,Atlantic Av,['L'],Atlantic Av (L),L,139142.0,1989,1.0664327286223774,148385.58272597482
B,,1928-07-14,Bushwick Av-Aberdeen St,,,Canarsie,Bushwick Av-Aberdeen St,['L'],Bushwick Av-Aberdeen St (L),L,178100.0,1989,1.0664327286223774,189931.6689676454
B,,1928-07-14,Wilson Av,,,Canarsie,Wilson Av,['L'],Wilson Av (L),L,519359.0,1989,1.0664327286223774,553861.4355045892
B,,1928-07-14,Halsey St,,,Canarsie,Halsey St,['L'],Halsey St (L),L,964759.0,1989,1.0664327286223774,1028850.5728329961
B,,1928-07-14,DeKalb Av,,,Canarsie,DeKalb Av,['L'],DeKalb Av (L),L,1487231.0,1989,1.0664327286223774,1586031.813421787
B,,1928-07-14,Jefferson St,,,Canarsie,Jefferson St,['L'],Jefferson St (L),L,875495.0,1989,1.0664327286223774,933656.5217452482
B,,1928-07-14,Morgan Av,,,Canarsie,Morgan Av,['L'],Morgan Av (L),L,615901.0,1989,1.0664327286223774,656816.9839912509
B,,1924-06-30,Montrose Av,,,Canarsie,Montrose Av,['L'],Montrose Av (L),L,758250.0,1989,1.0664327286223774,808622.6164779176
B,,1924-06-30,Grand St,,,Canarsie,Grand St,['L'],Grand St (L),L,793810.0,1989,1.0664327286223774,846544.9643077294
B,,1924-06-30,Graham Av,,,Canarsie,Graham Av,['L'],Graham Av (L),L,1064924.0,1989,1.0664327286223774,1135669.8070954566
B,,1924-06-30,Bedford Av,,,Canarsie,Bedford Av,['L'],Bedford Av (L),L,1775353.0,1989,1.0664327286223774,1893294.5440579236
Q,,1928-01-21,Flushing-Main St,,,Flushing (Queens),Flushing-Main St,['7'],Flushing-Main St (7),7,12278853.0,1989,1.0664327286223774,13094570.709143065
Q,,1927-05-14,Mets-Willets Point,,,Flushing (Queens),Mets-Willets Point,['7'],Mets-Willets Point (7),7,1210324.0,1989,1.0664327286223774,1290729.1258371503
Q,,1925-10-13,111 St,,,Flushing (Queens),111 St,['7'],111 St (7),7,1838732.0,1989,1.0664327286223774,1960883.9839652812
Q,,1917-04-21,103 St-Corona Plaza,,,Flushing (Queens),103 St-Corona Plaza,['7'],103 St-Corona Plaza (7),7,3049992.0,1989,1.0664327286223774,3252611.290836422
Q,,1917-04-21,Junction Blvd,,,Flushing (Queens),Junction Blvd,['7'],Junction Blvd (7),7,3983353.0,1989,1.0664327286223774,4247978.008856133
Q,,1917-04-21,90 St-Elmhurst Av,,,Flushing (Queens),90 St-Elmhurst Av,['7'],90 St-Elmhurst Av (7),7,3882044.0,1989,1.0664327286223774,4139938.7755521284
Q,,1917-04-21,82 St-Jackson Hts,,,Flushing (Queens),82 St-Jackson Hts,['7'],82 St-Jackson Hts (7),7,4053368.0,1989,1.0664327286223774,4322644.296350628
Q,,1917-04-21,69 St,,,Flushing (Queens),69 St,['7'],69 St (7),7,1100804.0,1989,1.0664327286223774,1173933.4133984274
Q,,1917-04-21,Woodside-61 St,,,Flushing (Queens),Woodside-61 St,['7'],Woodside-61 St (7),7,3268078.0,1989,1.0664327286223774,3485185.3388907616
Q,,1917-04-21,52 St,,,Flushing (Queens),52 St,['7'],52 St (7),7,1458986.0,1989,1.0664327286223774,1555910.4210018478
Q,,1917-04-21,46 St-Bliss St,,,Flushing (Queens),46 St-Bliss St,['7'],46 St-Bliss St (7),7,2951156.0,1989,1.0664327286223774,3147209.3456703005
Q,,1917-04-21,40 St-Lowery St,,,Flushing (Queens),40 St-Lowery St,['7'],40 St-Lowery St (7),7,2068114.0,1989,1.0664327286223774,2205504.4561221395
Q,,1917-04-21,33 St-Rawson St,,,Flushing (Queens),33 St-Rawson St,['7'],33 St-Rawson St (7),7,1937676.0,1989,1.0664327286223774,2066401.1038660938
Q,,1916-02-15,Hunters Point Av,,,Flushing (Queens),Hunters Point Av,['7'],Hunters Point Av (7),7,1781403.0,1989,1.0664327286223774,1899746.4620660888
Q,,1915-06-22,Vernon Blvd-Jackson Av,,,Flushing (Queens),Vernon Blvd-Jackson Av,['7'],Vernon Blvd-Jackson Av (7),7,1500893.0,1989,1.0664327286223774,1600601.417360226
Q,,1917-02-01,Astoria-Ditmars Blvd,,,Astoria,Astoria-Ditmars Blvd,"['N', 'Q']","Astoria-Ditmars Blvd (N,Q)",N,3511301.0,1989,1.0664327286223774,3744566.3064444824
Q,,1917-02-01,Astoria-Ditmars Blvd,,,Astoria,Astoria-Ditmars Blvd,"['N', 'Q']","Astoria-Ditmars Blvd (N,Q)",Q,3511301.0,1989,1.0664327286223774,3744566.3064444824
Q,,1917-02-01,Astoria Blvd,,,Astoria,Astoria Blvd,"['N', 'Q']","Astoria Blvd (N,Q)",N,2017441.0,1989,1.0664327286223774,2151465.1104646577
Q,,1917-02-01,Astoria Blvd,,,Astoria,Astoria Blvd,"['N', 'Q']","Astoria Blvd (N,Q)",Q,2017441.0,1989,1.0664327286223774,2151465.1104646577
Q,,1917-02-01,30 Av,,,Astoria,30 Av,"['N', 'Q']","30 Av (N,Q)",N,2671644.0,1989,1.0664327286223774,2849128.6008276027
Q,,1917-02-01,30 Av,,,Astoria,30 Av,"['N', 'Q']","30 Av (N,Q)",Q,2671644.0,1989,1.0664327286223774,2849128.6008276027
Q,,1917-02-01,Broadway,,,Astoria,Broadway,"['N', 'Q']","Broadway (N,Q)",N,2336550.0,1989,1.0664327286223774,2491773.392062616
Q,,1917-02-01,Broadway,,,Astoria,Broadway,"['N', 'Q']","Broadway (N,Q)",Q,2336550.0,1989,1.0664327286223774,2491773.392062616
Q,,1917-02-01,36 Av,,,Astoria,36 Av,"['N', 'Q']","36 Av (N,Q)",N,1480541.0,1989,1.0664327286223774,1578897.3784673032
Q,,1917-02-01,36 Av,,,Astoria,36 Av,"['N', 'Q']","36 Av (N,Q)",Q,1480541.0,1989,1.0664327286223774,1578897.3784673032
Q,,1917-02-01,39 Av,,,Astoria,39 Av,"['N', 'Q']","39 Av (N,Q)",N,419491.0,1989,1.0664327286223774,447358.9317625297
Q,,1917-02-01,39 Av,,,Astoria,39 Av,"['N', 'Q']","39 Av (N,Q)",Q,419491.0,1989,1.0664327286223774,447358.9317625297
M,,,Fulton St,Manhattan CBD Transfer,Fulton St/Broadway-Nassau St,Broadway/7 Av (CBD),Fulton St,"['2', '3']","Fulton St (2,3)",2,15230493.0,1989,1.0664327286223774,16242296.208254019
M,,,Fulton St,Manhattan CBD Transfer,Fulton St/Broadway-Nassau St,Broadway/7 Av (CBD),Fulton St,"['2', '3']","Fulton St (2,3)",3,15230493.0,1989,1.0664327286223774,16242296.208254019
M,,,Park Place,Manhattan CBD Transfer,Chambers St-WTC/Park Pl,Broadway/7 Av (CBD),Park Place,"['2', '3']","Park Place (2,3)",2,15083397.0,1989,1.0664327286223774,16085428.219604582
M,,,Park Place,Manhattan CBD Transfer,Chambers St-WTC/Park Pl,Broadway/7 Av (CBD),Park Place,"['2', '3']","Park Place (2,3)",3,15083397.0,1989,1.0664327286223774,16085428.219604582
M,,,South Ferry,Manhattan CBD Transfer,South Ferry-Whitehall St,Broadway/7 Av (CBD),South Ferry,['1'],South Ferry (1),1,6912074.0,1989,1.0664327286223774,7371261.93625979
M,,,14 St,Manhattan CBD Transfer,14 St/6 Av,Broadway/7 Av (CBD),14 St,"['1', '2', '3']","14 St (1,2,3)",1,11511339.0,1989,1.0664327286223774,12276068.659867188
M,,,14 St,Manhattan CBD Transfer,14 St/6 Av,Broadway/7 Av (CBD),14 St,"['1', '2', '3']","14 St (1,2,3)",2,11511339.0,1989,1.0664327286223774,12276068.659867188
M,,,14 St,Manhattan CBD Transfer,14 St/6 Av,Broadway/7 Av (CBD),14 St,"['1', '2', '3']","14 St (1,2,3)",3,11511339.0,1989,1.0664327286223774,12276068.659867188
M,,,Times Square-42 St,Manhattan CBD Transfer,Times Sq-42 St/PABT,Broadway/7 Av (CBD),Times Square-42 St,"['1', '2', '3']","Times Square-42 St (1,2,3)",1,35378256.0,1989,1.0664327286223774,37728530.07998099
M,,,Times Square-42 St,Manhattan CBD Transfer,Times Sq-42 St/PABT,Broadway/7 Av (CBD),Times Square-42 St,"['1', '2', '3']","Times Square-42 St (1,2,3)",2,35378256.0,1989,1.0664327286223774,37728530.07998099
M,,,Times Square-42 St,Manhattan CBD Transfer,Times Sq-42 St/PABT,Broadway/7 Av (CBD),Times Square-42 St,"['1', '2', '3']","Times Square-42 St (1,2,3)",3,35378256.0,1989,1.0664327286223774,37728530.07998099
M,,,59 St-Columbus Circle,Manhattan CBD Transfer,59 St-Columbus Circle,Broadway/7 Av (CBD),59 St-Columbus Circle,['1'],59 St-Columbus Circle (1),1,11230799.0,1989,1.0664327286223774,11976891.622179467
M,,,168 St,Upper Manhattan and Bronx Transfer,168 St-Washington Heights,Upper Broadway,168 St,['1'],168 St (1),1,4245146.0,1989,1.0664327286223774,4527162.63218037
M,,,Fulton St,Manhattan CBD Transfer,Fulton St/Broadway-Nassau St,Lexington Av (CBD),Fulton St,"['4', '5']","Fulton St (4,5)",4,15230493.0,1989,1.0664327286223774,16242296.208254019
M,,,Fulton St,Manhattan CBD Transfer,Fulton St/Broadway-Nassau St,Lexington Av (CBD),Fulton St,"['4', '5']","Fulton St (4,5)",5,15230493.0,1989,1.0664327286223774,16242296.208254019
M,,,Brooklyn Bridge-City Hall,Manhattan CBD Transfer,Chambers St/Bklyn Bridge-City Hall,Lexington Av (CBD),Brooklyn Bridge-City Hall,"['4', '5', '6']","Brooklyn Bridge-City Hall (4,5,6)",4,9348932.0,1989,1.0664327286223774,9970007.06246506
M,,,Brooklyn Bridge-City Hall,Manhattan CBD Transfer,Chambers St/Bklyn Bridge-City Hall,Lexington Av (CBD),Brooklyn Bridge-City Hall,"['4', '5', '6']","Brooklyn Bridge-City Hall (4,5,6)",5,9348932.0,1989,1.0664327286223774,9970007.06246506
M,,,Brooklyn Bridge-City Hall,Manhattan CBD Transfer,Chambers St/Bklyn Bridge-City Hall,Lexington Av (CBD),Brooklyn Bridge-City Hall,"['4', '5', '6']","Brooklyn Bridge-City Hall (4,5,6)",6,9348932.0,1989,1.0664327286223774,9970007.06246506
M,,,Canal St,Manhattan CBD Transfer,Canal St,Lexington Av (CBD),Canal St,['6'],Canal St (6),6,9081076.0,1989,1.0664327286223774,9684356.657507185
M,,,Bleecker St,Manhattan CBD Transfer,Broadway-Lafayette St/Bleecker St,Lexington Av (CBD),Bleecker St,['6'],Bleecker St (6),6,3993627.0,1989,1.0664327286223774,4258934.538709999
M,,,14 St-Union Sq,Manhattan CBD Transfer,14 St-Union Square,Lexington Av (CBD),14 St-Union Sq,"['4', '5', '6']","14 St-Union Sq (4,5,6)",4,15888015.0,1989,1.0664327286223774,16943499.18884326
M,,,14 St-Union Sq,Manhattan CBD Transfer,14 St-Union Square,Lexington Av (CBD),14 St-Union Sq,"['4', '5', '6']","14 St-Union Sq (4,5,6)",5,15888015.0,1989,1.0664327286223774,16943499.18884326
M,,,14 St-Union Sq,Manhattan CBD Transfer,14 St-Union Square,Lexington Av (CBD),14 St-Union Sq,"['4', '5', '6']","14 St-Union Sq (4,5,6)",6,15888015.0,1989,1.0664327286223774,16943499.18884326
M,,,Grand Central-42 St,Manhattan CBD Transfer,Grand Central-42 St,Lexington Av (CBD),Grand Central-42 St,"['4', '5', '6']","Grand Central-42 St (4,5,6)",4,34512896.0,1989,1.0664327286223774,36805681.85394033
M,,,Grand Central-42 St,Manhattan CBD Transfer,Grand Central-42 St,Lexington Av (CBD),Grand Central-42 St,"['4', '5', '6']","Grand Central-42 St (4,5,6)",5,34512896.0,1989,1.0664327286223774,36805681.85394033
M,,,Grand Central-42 St,Manhattan CBD Transfer,Grand Central-42 St,Lexington Av (CBD),Grand Central-42 St,"['4', '5', '6']","Grand Central-42 St (4,5,6)",6,34512896.0,1989,1.0664327286223774,36805681.85394033
M,,,51 St,Manhattan CBD Transfer,Lexington Av-53 St/51 St,Lexington Av (CBD),51 St,['6'],51 St (6),6,18623072.0,1989,1.0664327286223774,19860253.488290995
M,,,59 St,Manhattan CBD Transfer,Lexington Av/59 St,Lexington Av (CBD),59 St,"['4', '5', '6']","59 St (4,5,6)",4,14976062.0,1989,1.0664327286223774,15970962.662677897
M,,,59 St,Manhattan CBD Transfer,Lexington Av/59 St,Lexington Av (CBD),59 St,"['4', '5', '6']","59 St (4,5,6)",5,14976062.0,1989,1.0664327286223774,15970962.662677897
M,,,59 St,Manhattan CBD Transfer,Lexington Av/59 St,Lexington Av (CBD),59 St,"['4', '5', '6']","59 St (4,5,6)",6,14976062.0,1989,1.0664327286223774,15970962.662677897
Bx,,,149 St-Grand Concourse,Upper Manhattan and Bronx Transfer,149 St-Grand Concourse,Jerome Av,149 St-Grand Concourse,['4'],149 St-Grand Concourse (4),4,1861955.0,1989,1.0664327286223774,1985649.7512220787
Bx,,,161 St-Yankee Stadium,Upper Manhattan and Bronx Transfer,161 St-Yankee Stadium,Jerome Av,161 St-Yankee Stadium,['4'],161 St-Yankee Stadium (4),4,4473021.0,1989,1.0664327286223774,4770175.990215195
Bx,,,149 St-Grand Concourse,Upper Manhattan and Bronx Transfer,149 St-Grand Concourse,White Plains Rd,149 St-Grand Concourse,"['2', '5']","149 St-Grand Concourse (2,5)",2,1861955.0,1989,1.0664327286223774,1985649.7512220787
Bx,,,149 St-Grand Concourse,Upper Manhattan and Bronx Transfer,149 St-Grand Concourse,White Plains Rd,149 St-Grand Concourse,"['2', '5']","149 St-Grand Concourse (2,5)",5,1861955.0,1989,1.0664327286223774,1985649.7512220787
M,,,Times Square,Manhattan CBD Transfer,Times Sq-42 St/PABT,Flushing (Manhattan),Times Square,['7'],Times Square (7),7,35378256.0,1989,1.0664327286223774,37728530.07998099
M,,,5 Av,Manhattan CBD Transfer,42 St-Bryant Pk/5 Av,Flushing (Manhattan),5 Av,['7'],5 Av (7),7,12087047.0,1989,1.0664327286223774,12890022.513196921
M,,,Grand Central,Manhattan CBD Transfer,Grand Central-42 St,Flushing (Manhattan),Grand Central,['7'],Grand Central (7),7,34512896.0,1989,1.0664327286223774,36805681.85394033
M,,,Times Square,Manhattan CBD Transfer,Times Sq-42 St/PABT,42 St Shtl,Times Square,['S'],Times Square (S),S,35378256.0,1989,1.0664327286223774,37728530.07998099
M,,,Grand Central,Manhattan CBD Transfer,Grand Central-42 St,42 St Shtl,Grand Central,['S'],Grand Central (S),S,34512896.0,1989,1.0664327286223774,36805681.85394033
M,,,Whitehall St-South Ferry,Manhattan CBD Transfer,South Ferry-Whitehall St,Broadway-60 St,Whitehall St-South Ferry,['R'],Whitehall St-South Ferry (R),R,6912074.0,1989,1.0664327286223774,7371261.93625979
