Borough,Station,Line,Opening,Closing,Comments,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997
BK,Carroll St,Culver Line,10/7/1933,,,2237914,2267753,2223248,2186289,2160131,2065793,1903277,1934549,1904821,1924670,1777482,1681257,1557333,1498265,1446651,1341349,1293732,1324309,1434569,1522557,1474590,1470367,1537874,1637444,1710260,1735047,1743715,1784396,1824810,1837411,1846126,1825557,1852671,1915042,2053631,2131340,2098566,2154685
BK,Bergen St,Culver Line,3/30/1933,,,2227877,2273680,2289512,2146494,2101779,2018454,1818038,1831954,1790307,1901082,1666907,1583802,1489102,1430666,1367636,1301794,1203453,1240101,1348675,1429863,1348706,1399292,1336824,1409442,1407582,1362884,1376474,1367355,1426659,1412720,1394070,1390958,1424530,1521165,1638234,1703055,1704144,1760288
BK,Jay St-MetroTech,Culver Line,3/30/1933,,See Downtown Brooklyn Transfer: Jay St-MetroTech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,York St,Culver Line,4/9/1936,,,1211294,1176025,1098228,1016710,1015310,933553,870670,854388,828789,852439,766839,694696,656688,638393,603485,522976,483628,468378,538463,558891,509566,500176,459034,463738,433546,437774,501803,527979,549347,553159,510976,502632,522153,533671,567160,575199,616033,640143
,Culver Line Total,Culver Line,,,,22991413,23350632,22750351,22056863,21583855,21182999,19440715,19699192,19387219,20351439,18904194,17952352,17037074,16386986,16243386,15201086,14456720,14397450,15551047,16321195,15612031,15713490,15508482,16429191,16722491,16797488,17542103,17678278,17604915,17246518,16767194,16361142,16572748,16883516,17718608,18274767,18276956,18515660
QN,Rockaway Park-Beach 116 St,Rockaway Line,6/28/1956,,,488226,530968,548958,552370,525833,494269,459562,455547,439338,434218,378205,338718,290772,249773,202103,200894,237376,239852,260378,352478,298033,291309,285474,292753,266059,275723,271298,274831,253380,245887,218178,232315,241032,298592,308010,317612,304995,296883
QN,Beach 105 St,Rockaway Line,6/28/1956,,,73356,62940,64693,79247,101455,118352,147304,201312,277163,263546,206779,173623,147364,128065,113430,105285,112346,114176,120619,131002,123492,107610,93581,96241,76790,77937,75252,71317,59891,58396,52593,54638,53246,62521,61278,64240,66478,67683
QN,Beach 98 St,Rockaway Line,6/28/1956,,,225218,227917,215354,210564,188954,184950,185849,174331,182518,178546,143434,125199,95763,89126,87351,99178,119976,142938,160010,183280,193245,174331,164834,173216,144990,156199,126774,124113,104060,93960,88431,100387,93552,109338,109173,117984,108425,114487
QN,Beach 90 St,Rockaway Line,6/28/1956,,,298299,274033,251562,249489,285475,385380,380870,377287,382939,368629,312217,285556,272543,258496,238810,228895,260021,260383,283232,325048,282804,270307,255366,263705,249204,252462,236587,244939,239390,227631,200648,308723,237467,251934,254610,270692,265755,279157
QN,Far Rockaway-Mott Av,Rockaway Line,1/16/1958,,,861115,886199,910371,914294,927699,912258,838132,865603,874397,895616,795889,727934,762907,747878,674535,676620,796055,814464,920064,1143480,961573,1007477,1007231,980880,898297,940317,979682,1004219,998080,922296,884258,827996,857954,933400,968206,977495,986698,1008172
QN,Beach 25 St,Rockaway Line,6/28/1956,,,356611,358559,371333,366730,362908,361716,348233,355842,347700,337704,313704,300103,282835,281395,279355,283018,354353,397250,420816,446525,427027,442489,441279,445796,422942,440920,474059,495990,493624,467925,431222,399498,398830,407092,426771,434013,445080,464591
QN,Beach 36 St,Rockaway Line,6/28/1956,,,222879,226341,239267,222990,213199,206238,189790,165550,154745,143426,79977,63562,51055,54310,63177,60093,73974,98647,112274,153625,133279,133022,131709,129555,118196,121186,125964,134430,137215,131531,119958,113548,119045,140017,135765,131451,130188,133553
QN,Beach 44 St,Rockaway Line,6/28/1956,,,140936,163169,173296,167879,167634,165875,151587,137524,128468,121401,109909,108430,106688,116312,142579,131763,146206,140405,146853,178687,149195,143786,135693,128942,117164,122596,127332,133331,130842,115315,102758,93115,89814,99031,97948,94472,90485,94379
QN,Beach 60 St,Rockaway Line,6/28/1956,,,188191,363217,422287,412724,400596,382729,367803,359266,350439,332000,279063,254624,243518,241500,235745,273924,403659,501927,597231,740272,638743,634301,623474,597528,544777,564847,587640,604190,611459,576813,523372,469429,482835,511257,510037,497273,502903,527453
QN,Beach 67 St,Rockaway Line,6/28/1956,,,336764,351244,353260,348863,347108,320189,288262,285204,306546,301302,259471,236287,237939,239446,235850,238285,288636,272995,295199,348828,288577,297860,305250,305018,284287,305069,328353,340861,347640,339427,333511,312636,317287,341508,336447,350680,350700,365839
QN,Broad Channel,Rockaway Line,6/28/1956,,,126319,130641,134809,129974,132616,129927,119244,119950,117625,111644,93541,85322,73130,78297,71988,66708,81972,79781,86937,93471,85737,82459,76718,75089,66413,66464,65738,64921,64258,64596,60683,61129,59104,60303,61951,67786,71578,69529
QN,Howard Beach-JFK Airport,Rockaway Line,6/28/1956,,,264646,271672,273852,271207,266884,252692,241784,260472,256275,252077,229414,205680,198131,204114,203928,198235,202346,192019,192882,236575,229576,258089,260019,277745,273134,274247,283762,286812,605861,788567,659008,612475,619859,655633,733663,818314,873497,929048
QN,Aqueduct-North Conduit Av,Rockaway Line,6/28/1956,,,165230,171903,177752,175397,181446,167489,143232,136349,137940,138881,137357,121574,131524,138811,135146,138369,147010,147810,154815,191057,168424,173071,163069,163025,154619,164300,173806,186836,172633,154895,187000,237402,237040,244525,242600,253859,260876,266143
QN,Aqueduct Racetrack4,Rockaway Line,11/3/1958,,,1024013,1032027,1149853,1575100,1624233,1523398,1474870,1454721,965235,861875,842591,810919,580067,607023,603945,400699,456246,411940,309901,302765,275711,245569,250310,228569,208169,177279,171485,160803,149211,145863,83491,0,0,0,0,4437,0,10514
,Rockaway Line Total,Rockaway Line,,,,4771803,5050830,5286647,5676828,5726040,5605462,5336522,5348958,4921328,4740865,4181551,3837531,3474236,3434546,3287942,3101966,3680176,3814587,4061211,4827093,4255416,4261680,4194007,4158062,3825041,3939546,4027732,4127593,4367544,4333102,3945111,3823291,3807065,4115151,4246460,4400308,4457659,4627431
QN,Ozone Park-Lefferts Blvd,Lefferts Blvd Line,7/1/1915,,,1870674,1882643,1839357,1795586,1780850,1683322,1576937,1666049,1640656,1676080,1601960,1506367,1443877,1478897,1462990,1420045,1416776,1475016,1686235,1864543,1756453,1791418,1741117,1778909,1811055,1924250,1935037,2014298,2145663,2157481,2100158,1997328,1810382,1945762,2030401,2133680,2103414,2011155
QN,111 St,Lefferts Blvd Line,7/1/1915,,,632272,634202,622642,616245,596968,573213,522308,535352,526591,521620,474598,442455,423736,403992,381366,357967,354786,349014,351297,359072,316295,313322,303117,304071,303990,307962,319761,343289,403544,440345,493711,542194,558379,627052,710759,745316,772843,702493
QN,104 St,Lefferts Blvd Line,7/1/1915,,,531708,542274,542938,532782,533772,482035,449512,465491,448732,454111,395157,369682,345449,327306,310374,289350,281450,284010,307800,319512,277146,265961,253325,241756,239458,242966,242313,265365,302971,326912,343945,361057,350967,402615,448603,485686,500871,509553
,Lefferts Blvd Line Total,Lefferts Blvd Line,,,,3034654,3059119,3004937,2944613,2911590,2738570,2548757,2666892,2615979,2651811,2471715,2318504,2213062,2210195,2154730,2067362,2053012,2108040,2345332,2543127,2349894,2370701,2297559,2324736,2354503,2475178,2497111,2622952,2852178,2924738,2937814,2900579,2719728,2975429,3189762,3364682,3377127,3223201
QN,Rockaway Blvd,Fulton St Line,7/1/1915,,,1101506,1141852,1120076,1111728,1114943,1127905,1075013,1138528,1136730,1189022,1068712,976319,965504,979854,954003,907821,904311,903835,963101,991714,913740,926918,887844,888537,903226,932457,961130,975292,1008164,1000333,1020675,1045589,1048965,1134786,1234340,1291097,1342522,1348823
QN,88 St,Fulton St Line,7/1/1915,,,635145,635310,632160,617237,608566,606129,560226,565094,566329,571617,538735,489547,483237,498244,466342,453404,453838,434298,428888,457470,422986,426109,396905,383602,378449,370827,381422,390944,421075,410794,408416,402499,400712,426958,476793,519447,539068,544501
QN,80 St,Fulton St Line,7/1/1915,,,735883,755657,748035,738555,718314,721220,673683,675073,662147,667795,616836,588846,579692,571656,535034,510741,504571,524355,534072,548770,518564,523382,496732,507752,505268,495640,524741,549786,576388,597543,619550,616640,654223,669856,738329,764396,793036,805631
BK,Grant Av,Fulton St Line,4/29/1956,,,878166,920495,948546,920056,902275,865013,810042,830039,846183,870418,826523,812816,951443,1139773,1137273,1105087,1099962,1104030,1133780,1177370,1116973,1173480,1166802,1177402,1178530,1215069,1266995,1344192,1412664,1407360,1345339,1317898,1339400,1391724,1437918,1446706,1454739,1453547
BK,Euclid Av,Fulton St Line,11/28/1948,,,2606500,2609597,2635732,2629061,2589777,2536754,2391816,2441312,2352325,2401902,2318071,2223549,2155874,2018282,1922582,1814643,1765711,1761669,1811513,1854845,1761614,1896711,1923290,1968156,1940314,1977556,1951497,1996409,1990137,1890072,1834153,1706391,1712997,1782429,1830671,1861938,1878909,1944941
BK,Shepherd Av,Fulton St Line,11/28/1948,,,1467903,1530148,1512742,1509050,1540582,1516759,1436582,1491367,1426340,1456544,1310051,1212735,1134412,1026430,932322,813721,707094,625471,626100,592527,526970,526315,493857,533709,533831,531768,567294,587224,589032,527597,511832,519464,523708,544907,581747,592305,592698,591665
BK,Van Siclen Av,Fulton St Line,11/28/1948,,,1261459,1307903,1348259,1377491,1412491,1381479,1246513,1275087,1204923,1167859,990692,914263,848382,776788,713698,635323,565935,547965,568441,587061,551762,596949,589762,686446,699139,666696,681126,692746,669463,610739,512792,495017,545783,596363,619903,639587,628521,627580
BK,Liberty Av,Fulton St Line,11/28/1948,,,1117011,1156023,1176467,1185106,1129315,1113100,1033991,1072946,1105159,1172544,1071354,1085568,1059873,1068295,1060189,978489,896158,865244,863576,826366,731955,742421,695894,767286,721410,692356,627094,600415,620854,563464,517625,487027,481120,504362,578008,604664,597396,623811
BK,Broadway Junction,Fulton St Line,12/30/1946,,See Other Brooklyn Transfer: Broadway Junction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Rockaway Av,Fulton St Line,4/9/1936,,,2598719,2671610,2640738,2563702,2494448,2330153,2067207,2032007,2103779,2220785,2034691,1946415,1759573,1606340,1486376,1359493,1217303,1163429,1162025,1133335,1030663,1005974,924396,977367,974592,991984,979570,1006619,981393,886868,811041,827141,828627,894556,934864,957408,939164,939337
BK,Ralph Av,Fulton St Line,4/9/1936,,,3039237,3115491,3064956,2931257,2818044,2647288,2334802,2302077,2167392,2220760,1931132,1768257,1641485,1536676,1391090,1219827,1084467,1002199,1000073,978702,866476,818689,752985,788919,809634,793358,771691,818762,817016,721791,683692,634513,620083,677896,714593,731299,774170,820327
BK,Utica Av,Fulton St Line,4/9/1936,,,3614419,3569500,3480861,3360353,3268114,3083299,2764521,2818434,2764369,2826918,2595989,2469083,2214156,2080814,1990288,1915400,1881827,1840075,1937244,2006543,1885985,1949064,1907217,2037451,2117975,2202873,2212568,2270333,2401082,2320510,2171696,2175461,2107886,2197797,2240133,2294541,2240112,2307179
BK,Kingston-Throop Avs,Fulton St Line,4/9/1936,,,3190069,3188721,3136501,3040549,2950644,2745521,2459308,2490907,2505612,2632550,2455715,2354345,2153730,1956842,1824778,1666042,1538359,1473397,1564483,1596896,1482451,1475803,1417190,1458942,1451545,1454277,1397755,1388243,1345369,1208351,1119350,1077471,1087053,1143599,1216777,1201932,1248377,1267294
BK,Nostrand Av,Fulton St Line,4/9/1936,,,3972591,4040809,4002235,3855129,3760134,3607757,3283680,3330721,3379326,3526677,3385516,3266484,3051678,2945195,2827423,2605061,2461874,2375872,2456598,2544419,2395476,2414734,2325279,2430085,2444953,2473935,2517683,2550806,2669711,2732449,2671921,2586963,2521352,2688530,2815702,2873512,2854821,2875812
BK,Franklin Av,Fulton St Line,4/9/1936,,See Other Brooklyn Transfer: Franklin Av,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Clinton-Washington Avs,Fulton St Line,4/9/1936,,,1935814,2011708,1990298,1930043,1860722,1735736,1572411,1623615,1608355,1681276,1599713,1502614,1356422,1224467,1134588,1024059,951193,900185,932055,929622,873767,880549,814398,845208,851832,838859,871546,910374,931282,897187,813867,758861,788033,836259,906606,958634,1001544,1005092
BK,Lafayette Av,Fulton St Line,4/9/1936,,,1608717,1600665,1573918,1528833,1465427,1360980,1195413,1227767,1204956,1262521,1162847,1108940,955283,845288,768117,668696,615456,595057,616589,611030,553103,541375,524330,578750,575201,570822,599132,620030,609952,562297,574550,521859,571929,649144,704088,754172,797922,846998
BK,Hoyt-Schermerhorn Sts,Fulton St Line,4/9/1936,,See Downtown Brooklyn Transfer: Hoyt-Schermerhorn Sts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Court-Schermerhorn Sts,Fulton St Line,4/9/1936,6/1/1946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Jay St-MetroTech,Fulton St Line,2/1/1933,,See Downtown Brooklyn Transfer: Jay St-MetroTech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,High St,Fulton St Line,2/1/1933,,,1814478,1828866,1818364,1735438,1651409,1485495,1300304,1285095,1311887,1413524,1266861,1189558,1114918,1106194,1130155,1078726,1046794,1015158,1103594,1117520,1035960,1052743,983429,987409,951175,909360,935034,934227,936309,914485,1072193,1003728,989970,1029974,1115769,1125580,1117382,1111602
,Fulton St Line Total,Fulton St Line,,,,31577617,32084355,31829888,31033588,30285205,28864588,26205512,26600069,26345812,27282712,25173438,23909339,22425662,21381138,20274258,18756533,17694853,17132239,17702132,17954190,16668445,16951216,16300310,17017021,17037074,17117837,17246278,17636402,17979891,17251840,16688692,16176522,16221841,17169140,18146240,18617218,18800381,19114140
BK,Hoyt-Schermerhorn Sts,Crosstown Line,,,See Downtown Brooklyn Transfer: Hoyt-Schermerhorn Sts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Fulton St,Crosstown Line,7/1/1937,,,935877,888087,808652,772648,740805,646959,538792,529208,513121,526905,433938,399773,350328,335556,316370,265323,226912,213861,221801,213923,185364,177504,169045,170690,183262,207419,199949,216973,215913,211056,226127,248695,250260,256864,270168,284789,275651,286796
BK,Clinton-Washington Avs,Crosstown Line,7/1/1937,,,1207195,1215024,1206968,1214757,1327867,1236149,1124244,1172721,1226963,1328575,1234514,1160879,1057703,1028176,1072105,988900,939054,919881,1006358,1016784,930758,866383,803803,794365,794897,780906,799030,813870,827418,832015,1009626,1036179,1039442,1053513,1120965,1175111,1124557,1047716
BK,Classon Av,Crosstown Line,7/1/1937,,,810214,801986,884465,994791,1011942,1024773,929787,939381,939102,981776,839830,794367,743944,708181,690882,641641,610119,593255,630330,629107,587502,563475,536963,555761,569774,559463,555149,565653,569938,542708,573561,552547,544476,596603,636211,625247,638756,645499
BK,Bedford-Nostrand Avs,Crosstown Line,7/1/1937,,,2443581,2448317,2330809,2169438,2080344,1913169,1652013,1629968,1615188,1603612,1457085,1341616,1242460,1165103,1123562,1007984,955860,856804,886046,879737,803977,827743,799996,836160,868051,890089,889483,919036,898620,823306,782564,788144,817449,847892,884710,902533,885720,836397
BK,Myrtle-Willoughby Avs,Crosstown Line,7/1/1937,,,1506814,1495982,1460000,1407936,1419996,1387040,1229367,1222884,1202807,1233136,1119144,1012953,900366,856458,826738,737721,684972,670739,711750,702700,627476,602972,551772,578794,621245,610975,649160,664739,688289,633418,668557,617782,598703,627039,668849,686814,697107,681846
BK,Flushing Av,Crosstown Line,7/1/1937,,,1088566,1053905,999134,961269,936445,904520,808465,785860,767021,780961,689769,639140,600992,566177,532122,468775,431221,419801,444112,446662,395785,376474,354253,365172,391945,396214,404271,396254,423063,369745,367232,353390,347140,364194,405520,414023,415699,424941
BK,Broadway,Crosstown Line,7/1/1937,,,1132841,1120945,1008382,961100,1011016,1123154,1043296,1071755,1071076,1040221,865683,794285,738414,709961,684318,633499,592216,580166,585158,565154,513521,495330,473541,499605,645764,545070,569723,579101,719443,612052,601953,594640,596067,622768,652723,661125,669615,638153
BK,Metropolitan Av,Crosstown Line,7/1/1937,,See Other Brooklyn Transfer: Metropolitan Av/Lorimer St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Nassau Av,Crosstown Line,8/19/1933,,,2055775,2053870,1980885,1964511,1949924,1896538,1745814,1798903,1775780,1812236,1652744,1579039,1513851,1469478,1461313,1376863,1335340,1325028,1435749,1496226,1450394,1501168,1457423,1411765,1410778,1524307,1647916,1718272,1667695,1685679,1718493,1632131,1637389,1697410,1814854,1777083,1743221,1712275
BK,Greenpoint Av,Crosstown Line,8/19/1933,,,2489631,2472832,2440993,2359401,2364813,2327269,2112710,2086976,2052633,2140676,1964254,1882854,1866842,1815888,1702051,1530248,1523831,1515400,1632056,1682560,1563266,1593124,1531428,1538647,1554802,1623957,1689029,1688100,1708828,1875015,1875339,1778609,1735077,1824283,1950934,1905140,1911416,1910341
QN,21 St,Crosstown Line,8/19/1933,,,707089,684893,676174,662006,654006,611663,562480,568676,547645,542730,453411,399560,369626,335497,300767,262069,237072,234047,240473,236916,208429,209380,193550,197287,216607,211798,223035,232789,238327,224195,206947,203675,201273,190333,208888,199596,195327,181542
QN,Court Square,Crosstown Line,8/19/1933,,See Queens Transfer: Court Square-23 St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Crosstown Line Total,Crosstown Line,,,,14377583,14235841,13796462,13467857,13497158,13071234,11746968,11806332,11711336,11990828,10710372,10004466,9384526,8990475,8710228,7913023,7536597,7328982,7793833,7869769,7266472,7213553,6871774,6948246,7257125,7350198,7626745,7794787,7957534,7809189,8030399,7805792,7767276,8080899,8613822,8631461,8557069,8365506
QN,21 St-Queensbridge,Queens Blvd Line,10/29/1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80099,629262,714248,794919,834774,871768,840659,851801,915690
QN,Court Square-23 St.,Queens Blvd Line,8/19/1933,,See Queens Transfer: Court Square-23 St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QN,Queens Plaza,Queens Blvd Line,8/19/1933,,,4333939,4292824,4309511,4116172,3964147,3907894,3513344,3490429,3458562,3398996,3008845,2919174,2791771,2792701,2749521,2581764,2495625,2672939,2848028,2939567,2783647,2931898,2986330,3241879,3328808,3331742,3311454,3324906,3291124,3198818,2998873,2749317,2797358,2906554,2898423,2842903,2699581,2585343
