borough,segment,full_station_name,transfer_segment,transfer_station_name,line_designators,station_name,line,annual_ridership,year
M,2 Ave,72 St (Q),,,['Q'],72 St,Q,,2006
M,2 Ave,86 St (Q),,,['Q'],86 St,Q,,2006
M,2 Ave,96 St (Q),,,['Q'],96 St,Q,,2006
M,8 Av/Central Pk W,"72 St (B,C)",,,"['B', 'C']",72 St,B,2377265.0,2006
M,8 Av/Central Pk W,"72 St (B,C)",,,"['B', 'C']",72 St,C,2377265.0,2006
M,8 Av/Central Pk W,"81 St-Museum of Natural History (B,C)",,,"['B', 'C']",81 St-Museum of Natural History,B,3516638.0,2006
M,8 Av/Central Pk W,"81 St-Museum of Natural History (B,C)",,,"['B', 'C']",81 St-Museum of Natural History,C,3516638.0,2006
M,8 Av/Central Pk W,"86 St (B,C)",,,"['B', 'C']",86 St,B,3042897.0,2006
M,8 Av/Central Pk W,"86 St (B,C)",,,"['B', 'C']",86 St,C,3042897.0,2006
M,8 Av/Central Pk W,"96 St (B,C)",,,"['B', 'C']",96 St,B,2317801.0,2006
M,8 Av/Central Pk W,"96 St (B,C)",,,"['B', 'C']",96 St,C,2317801.0,2006
M,8 Av/Central Pk W,"103 St (B,C)",,,"['B', 'C']",103 St,B,1485229.0,2006
M,8 Av/Central Pk W,"103 St (B,C)",,,"['B', 'C']",103 St,C,1485229.0,2006
M,8 Av/Central Pk W,"Cathedral Pkwy-110 St (B,C)",,,"['B', 'C']",Cathedral Pkwy-110 St,B,1847042.0,2006
M,8 Av/Central Pk W,"Cathedral Pkwy-110 St (B,C)",,,"['B', 'C']",Cathedral Pkwy-110 St,C,1847042.0,2006
M,8 Av/Central Pk W,"116 St (B,C)",,,"['B', 'C']",116 St,B,1618478.0,2006
M,8 Av/Central Pk W,"116 St (B,C)",,,"['B', 'C']",116 St,C,1618478.0,2006
M,8 Av/Central Pk W,"125 St (A,B,C,D)",,,"['A', 'B', 'C', 'D']",125 St,A,7168304.0,2006
M,8 Av/Central Pk W,"125 St (A,B,C,D)",,,"['A', 'B', 'C', 'D']",125 St,B,7168304.0,2006
M,8 Av/Central Pk W,"125 St (A,B,C,D)",,,"['A', 'B', 'C', 'D']",125 St,C,7168304.0,2006
M,8 Av/Central Pk W,"125 St (A,B,C,D)",,,"['A', 'B', 'C', 'D']",125 St,D,7168304.0,2006
M,8 Av/Central Pk W,"135 St (B,C)",,,"['B', 'C']",135 St,B,1274966.0,2006
M,8 Av/Central Pk W,"135 St (B,C)",,,"['B', 'C']",135 St,C,1274966.0,2006
M,8 Av/Central Pk W,"145 St (A,B,C,D)",,,"['A', 'B', 'C', 'D']",145 St,A,5877424.0,2006
M,8 Av/Central Pk W,"145 St (A,B,C,D)",,,"['A', 'B', 'C', 'D']",145 St,B,5877424.0,2006
M,8 Av/Central Pk W,"145 St (A,B,C,D)",,,"['A', 'B', 'C', 'D']",145 St,C,5877424.0,2006
M,8 Av/Central Pk W,"145 St (A,B,C,D)",,,"['A', 'B', 'C', 'D']",145 St,D,5877424.0,2006
M,Washington Heights,155 St (C),,,['C'],155 St,C,688479.0,2006
M,Washington Heights,163 St-Amsterdam Av (C),,,['C'],163 St-Amsterdam Av,C,1082128.0,2006
M,Washington Heights,175 St (A),,,['A'],175 St,A,3747567.0,2006
M,Washington Heights,181 St (A),,,['A'],181 St,A,3044053.0,2006
M,Washington Heights,190 St (A),,,['A'],190 St,A,1243455.0,2006
M,Washington Heights,Dyckman St (A),,,['A'],Dyckman St,A,1838297.0,2006
M,Washington Heights,Inwood-207 St (A),,,['A'],Inwood-207 St,A,2507375.0,2006
M,Concourse,"155 St (B,D)",,,"['B', 'D']",155 St,B,1138763.0,2006
M,Concourse,"155 St (B,D)",,,"['B', 'D']",155 St,D,1138763.0,2006
Bx,Concourse,"167 St (B,D)",,,"['B', 'D']",167 St,B,2782661.0,2006
Bx,Concourse,"167 St (B,D)",,,"['B', 'D']",167 St,D,2782661.0,2006
Bx,Concourse,"170 St (B,D)",,,"['B', 'D']",170 St,B,1939039.0,2006
Bx,Concourse,"170 St (B,D)",,,"['B', 'D']",170 St,D,1939039.0,2006
Bx,Concourse,"174-175 Sts (B,D)",,,"['B', 'D']",174-175 Sts,B,1441796.0,2006
Bx,Concourse,"174-175 Sts (B,D)",,,"['B', 'D']",174-175 Sts,D,1441796.0,2006
Bx,Concourse,"Tremont Av (B,D)",,,"['B', 'D']",Tremont Av,B,2796937.0,2006
Bx,Concourse,"Tremont Av (B,D)",,,"['B', 'D']",Tremont Av,D,2796937.0,2006
Bx,Concourse,"182-183 Sts (B,D)",,,"['B', 'D']",182-183 Sts,B,1476142.0,2006
Bx,Concourse,"182-183 Sts (B,D)",,,"['B', 'D']",182-183 Sts,D,1476142.0,2006
Bx,Concourse,"Fordham Rd (B,D)",,,"['B', 'D']",Fordham Rd,B,3585680.0,2006
Bx,Concourse,"Fordham Rd (B,D)",,,"['B', 'D']",Fordham Rd,D,3585680.0,2006
Bx,Concourse,"Kingsbridge Rd (B,D)",,,"['B', 'D']",Kingsbridge Rd,B,2305026.0,2006
Bx,Concourse,"Kingsbridge Rd (B,D)",,,"['B', 'D']",Kingsbridge Rd,D,2305026.0,2006
Bx,Concourse,"Bedford Park Blvd (B,D)",,,"['B', 'D']",Bedford Park Blvd,B,2062987.0,2006
Bx,Concourse,"Bedford Park Blvd (B,D)",,,"['B', 'D']",Bedford Park Blvd,D,2062987.0,2006
Bx,Concourse,Norwood-205 St (D),,,['D'],Norwood-205 St,D,2141876.0,2006
B,New Lots,New Lots Av (3),,,['3'],New Lots Av,3,1678719.0,2006
B,New Lots,Van Siclen Av (3),,,['3'],Van Siclen Av,3,874245.0,2006
B,New Lots,Pennsylvania Av (3),,,['3'],Pennsylvania Av,3,1762596.0,2006
B,New Lots,Junius St (3),,,['3'],Junius St,3,633760.0,2006
B,New Lots,Rockaway Av (3),,,['3'],Rockaway Av,3,1741118.0,2006
B,New Lots,Saratoga Av (3),,,['3'],Saratoga Av,3,1645632.0,2006
B,New Lots,Sutter Av-Rutland Rd (3),,,['3'],Sutter Av-Rutland Rd,3,2261573.0,2006
B,New Lots,"Crown Heights-Utica Av (3,4)",,,"['3', '4']",Crown Heights-Utica Av,3,7973874.0,2006
B,New Lots,"Crown Heights-Utica Av (3,4)",,,"['3', '4']",Crown Heights-Utica Av,4,7973874.0,2006
B,New Lots,Kingston Av (3),,,['3'],Kingston Av,3,1493746.0,2006
B,New Lots,Nostrand Av (3),,,['3'],Nostrand Av,3,1221856.0,2006
B,Nostrand Av,"Flatbush Av-Brooklyn College (2,5)",,,"['2', '5']",Flatbush Av-Brooklyn College,2,5761658.0,2006
B,Nostrand Av,"Flatbush Av-Brooklyn College (2,5)",,,"['2', '5']",Flatbush Av-Brooklyn College,5,5761658.0,2006
B,Nostrand Av,"Newkirk Av (2,5)",,,"['2', '5']",Newkirk Av,2,2316227.0,2006
B,Nostrand Av,"Newkirk Av (2,5)",,,"['2', '5']",Newkirk Av,5,2316227.0,2006
B,Nostrand Av,"Beverly Rd (2,5)",,,"['2', '5']",Beverly Rd,2,1206213.0,2006
B,Nostrand Av,"Beverly Rd (2,5)",,,"['2', '5']",Beverly Rd,5,1206213.0,2006
B,Nostrand Av,"Church Av (2,5)",,,"['2', '5']",Church Av,2,2918075.0,2006
B,Nostrand Av,"Church Av (2,5)",,,"['2', '5']",Church Av,5,2918075.0,2006
B,Nostrand Av,"Winthrop St (2,5)",,,"['2', '5']",Winthrop St,2,1889691.0,2006
B,Nostrand Av,"Winthrop St (2,5)",,,"['2', '5']",Winthrop St,5,1889691.0,2006
B,Nostrand Av,"Sterling St (2,5)",,,"['2', '5']",Sterling St,2,1655935.0,2006
B,Nostrand Av,"Sterling St (2,5)",,,"['2', '5']",Sterling St,5,1655935.0,2006
B,Nostrand Av,"President St (2,5)",,,"['2', '5']",President St,2,1004062.0,2006
B,Nostrand Av,"President St (2,5)",,,"['2', '5']",President St,5,1004062.0,2006
B,Eastern Pkwy,"Eastern Pkwy-Brooklyn Museum (2,3)",,,"['2', '3']",Eastern Pkwy-Brooklyn Museum,2,1513677.0,2006
B,Eastern Pkwy,"Eastern Pkwy-Brooklyn Museum (2,3)",,,"['2', '3']",Eastern Pkwy-Brooklyn Museum,3,1513677.0,2006
B,Eastern Pkwy,"Grand Army Plaza (2,3)",,,"['2', '3']",Grand Army Plaza,2,2387925.0,2006
B,Eastern Pkwy,"Grand Army Plaza (2,3)",,,"['2', '3']",Grand Army Plaza,3,2387925.0,2006
B,Eastern Pkwy,"Bergen St (2,3)",,,"['2', '3']",Bergen St,2,1179634.0,2006
B,Eastern Pkwy,"Bergen St (2,3)",,,"['2', '3']",Bergen St,3,1179634.0,2006
B,Eastern Pkwy,"Nevins St (2,3,4,5)",,,"['2', '3', '4', '5']",Nevins St,2,3388788.0,2006
B,Eastern Pkwy,"Nevins St (2,3,4,5)",,,"['2', '3', '4', '5']",Nevins St,3,3388788.0,2006
B,Eastern Pkwy,"Nevins St (2,3,4,5)",,,"['2', '3', '4', '5']",Nevins St,4,3388788.0,2006
B,Eastern Pkwy,"Nevins St (2,3,4,5)",,,"['2', '3', '4', '5']",Nevins St,5,3388788.0,2006
B,Eastern Pkwy,"Hoyt St (2,3)",,,"['2', '3']",Hoyt St,2,2010615.0,2006
B,Eastern Pkwy,"Hoyt St (2,3)",,,"['2', '3']",Hoyt St,3,2010615.0,2006
B,Eastern Pkwy,"Clark St (2,3)",,,"['2', '3']",Clark St,2,1581230.0,2006
B,Eastern Pkwy,"Clark St (2,3)",,,"['2', '3']",Clark St,3,1581230.0,2006
B,4 Av,Bay Ridge-95 St (R),,,['R'],Bay Ridge-95 St,R,1580521.0,2006
B,4 Av,86 St (R),,,['R'],86 St,R,3028266.0,2006
B,4 Av,77 St (R),,,['R'],77 St,R,1434352.0,2006
B,4 Av,Bay Ridge Av (R),,,['R'],Bay Ridge Av,R,2301687.0,2006
B,4 Av,"59 St (N,R)",,,"['N', 'R']",59 St,N,3527847.0,2006
B,4 Av,"59 St (N,R)",,,"['N', 'R']",59 St,R,3527847.0,2006
B,4 Av,53 St (R),,,['R'],53 St,R,2331514.0,2006
B,4 Av,45 St (R),,,['R'],45 St,R,2192497.0,2006
B,4 Av,"36 St (D,N,R)",,,"['D', 'N', 'R']",36 St,D,3296936.0,2006
B,4 Av,"36 St (D,N,R)",,,"['D', 'N', 'R']",36 St,N,3296936.0,2006
B,4 Av,"36 St (D,N,R)",,,"['D', 'N', 'R']",36 St,R,3296936.0,2006
B,4 Av,25 St (R),,,['R'],25 St,R,1150852.0,2006
B,4 Av,Prospect Av (R),,,['R'],Prospect Av,R,1672368.0,2006
B,4 Av,Union St (R),,,['R'],Union St,R,1828238.0,2006
B,Sea Beach,86 St (N),,,['N'],86 St,N,653229.0,2006
B,Sea Beach,Avenue U (N),,,['N'],Avenue U,N,1001487.0,2006
B,Sea Beach,Kings Hwy (N),,,['N'],Kings Hwy,N,1408418.0,2006
B,Sea Beach,Bay Pkwy (N),,,['N'],Bay Pkwy,N,1705404.0,2006
B,Sea Beach,20 Av (N),,,['N'],20 Av,N,1111079.0,2006
B,Sea Beach,18 Av (N),,,['N'],18 Av,N,1491566.0,2006
B,Sea Beach,Fort Hamilton Pkwy (N),,,['N'],Fort Hamilton Pkwy,N,1772193.0,2006
B,Sea Beach,8 Av (N),,,['N'],8 Av,N,2827654.0,2006
B,West End,Bay 50 St (D),,,['D'],Bay 50 St,D,728452.0,2006
B,West End,25 Av (D),,,['D'],25 Av,D,1245091.0,2006
B,West End,Bay Pkwy (D),,,['D'],Bay Pkwy,D,1958327.0,2006
B,West End,20 Av (D),,,['D'],20 Av,D,1329709.0,2006
B,West End,18 Av (D),,,['D'],18 Av,D,1507994.0,2006
B,West End,79 St (D),,,['D'],79 St,D,1628384.0,2006
B,West End,71 St (D),,,['D'],71 St,D,1238499.0,2006
B,West End,55 St (D),,,['D'],55 St,D,593330.0,2006
B,West End,50 St (D),,,['D'],50 St,D,978644.0,2006
B,West End,Fort Hamilton Pkwy (D),,,['D'],Fort Hamilton Pkwy,D,1100212.0,2006
B,West End,9 Av (D),,,['D'],9 Av,D,1700871.0,2006
B,Brighton,Ocean Pkwy (Q),,,['Q'],Ocean Pkwy,Q,896658.0,2006
B,Brighton,"Brighton Beach (B,Q)",,,"['B', 'Q']",Brighton Beach,B,3682370.0,2006
B,Brighton,"Brighton Beach (B,Q)",,,"['B', 'Q']",Brighton Beach,Q,3682370.0,2006
B,Brighton,"Sheepshead Bay (B,Q)",,,"['B', 'Q']",Sheepshead Bay,B,4102969.0,2006
B,Brighton,"Sheepshead Bay (B,Q)",,,"['B', 'Q']",Sheepshead Bay,Q,4102969.0,2006
B,Brighton,Neck Rd (Q),,,['Q'],Neck Rd,Q,1083747.0,2006
B,Brighton,Avenue U (Q),,,['Q'],Avenue U,Q,2117306.0,2006
B,Brighton,"Kings Hwy (B,Q)",,,"['B', 'Q']",Kings Hwy,B,5222753.0,2006
B,Brighton,"Kings Hwy (B,Q)",,,"['B', 'Q']",Kings Hwy,Q,5222753.0,2006
B,Brighton,Avenue M (Q),,,['Q'],Avenue M,Q,1662721.0,2006
B,Brighton,Avenue J (Q),,,['Q'],Avenue J,Q,1856023.0,2006
B,Brighton,Avenue H (Q),,,['Q'],Avenue H,Q,797993.0,2006
B,Brighton,"Newkirk Plaza (B,Q)",,,"['B', 'Q']",Newkirk Plaza,B,2847620.0,2006
B,Brighton,"Newkirk Plaza (B,Q)",,,"['B', 'Q']",Newkirk Plaza,Q,2847620.0,2006
B,Brighton,Cortelyou Rd (Q),,,['Q'],Cortelyou Rd,Q,1735244.0,2006
B,Brighton,Beverley Rd (Q),,,['Q'],Beverley Rd,Q,847945.0,2006
B,Brighton,"Church Av (B,Q)",,,"['B', 'Q']",Church Av,B,4648529.0,2006
B,Brighton,"Church Av (B,Q)",,,"['B', 'Q']",Church Av,Q,4648529.0,2006
B,Brighton,Parkside Av (Q),,,['Q'],Parkside Av,Q,1724314.0,2006
B,Brighton,"7 Av (B,Q)",,,"['B', 'Q']",7 Av,B,2727645.0,2006
B,Brighton,"7 Av (B,Q)",,,"['B', 'Q']",7 Av,Q,2727645.0,2006
B,Franklin Av,Park Pl (S),,,['S'],Park Pl,S,697221.0,2006
B,Culver,Neptune Av (F),,,['F'],Neptune Av,F,488886.0,2006
B,Culver,Avenue X (F),,,['F'],Avenue X,F,887558.0,2006
B,Culver,Avenue U (F),,,['F'],Avenue U,F,659851.0,2006
B,Culver,Kings Hwy (F),,,['F'],Kings Hwy,F,1078416.0,2006
B,Culver,Avenue P (F),,,['F'],Avenue P,F,844776.0,2006
B,Culver,Avenue N (F),,,['F'],Avenue N,F,995080.0,2006
B,Culver,Bay Pkwy (F),,,['F'],Bay Pkwy,F,426546.0,2006
B,Culver,Avenue I (F),,,['F'],Avenue I,F,735127.0,2006
B,Culver,18 Av (F),,,['F'],18 Av,F,1272092.0,2006
B,Culver,Ditmas Av (F),,,['F'],Ditmas Av,F,1449069.0,2006
B,Culver,"Church Av (F,G)",,,"['F', 'G']",Church Av,F,2894749.0,2006
B,Culver,"Church Av (F,G)",,,"['F', 'G']",Church Av,G,2894749.0,2006
B,Culver,"Fort Hamilton Pkwy (F,G)",,,"['F', 'G']",Fort Hamilton Pkwy,F,1356642.0,2006
B,Culver,"Fort Hamilton Pkwy (F,G)",,,"['F', 'G']",Fort Hamilton Pkwy,G,1356642.0,2006
B,Culver,"15 St-Prospect Park (F,G)",,,"['F', 'G']",15 St-Prospect Park,F,1809200.0,2006
B,Culver,"15 St-Prospect Park (F,G)",,,"['F', 'G']",15 St-Prospect Park,G,1809200.0,2006
B,Culver,"7 Av (F,G)",,,"['F', 'G']",7 Av,F,3418784.0,2006
B,Culver,"7 Av (F,G)",,,"['F', 'G']",7 Av,G,3418784.0,2006
B,Culver,"Smith-9 Sts (F,G)",,,"['F', 'G']",Smith-9 Sts,F,1247663.0,2006
B,Culver,"Smith-9 Sts (F,G)",,,"['F', 'G']",Smith-9 Sts,G,1247663.0,2006
B,Culver,"Carroll St (F,G)",,,"['F', 'G']",Carroll St,F,2926322.0,2006
B,Culver,"Carroll St (F,G)",,,"['F', 'G']",Carroll St,G,2926322.0,2006
B,Culver,"Bergen St (F,G)",,,"['F', 'G']",Bergen St,F,3021695.0,2006
B,Culver,"Bergen St (F,G)",,,"['F', 'G']",Bergen St,G,3021695.0,2006
B,Culver,York St (F),,,['F'],York St,F,1428242.0,2006
Q,Rockaway,"Rockaway Park-Beach 116 St (A,S)",,,"['A', 'S']",Rockaway Park-Beach 116 St,A,309175.0,2006
Q,Rockaway,"Rockaway Park-Beach 116 St (A,S)",,,"['A', 'S']",Rockaway Park-Beach 116 St,S,309175.0,2006
Q,Rockaway,"Beach 105 St (A,S)",,,"['A', 'S']",Beach 105 St,A,81776.0,2006
Q,Rockaway,"Beach 105 St (A,S)",,,"['A', 'S']",Beach 105 St,S,81776.0,2006
Q,Rockaway,"Beach 98 St (A,S)",,,"['A', 'S']",Beach 98 St,A,307880.0,2006
Q,Rockaway,"Beach 98 St (A,S)",,,"['A', 'S']",Beach 98 St,S,307880.0,2006
Q,Rockaway,"Beach 90 St (A,S)",,,"['A', 'S']",Beach 90 St,A,450634.0,2006
Q,Rockaway,"Beach 90 St (A,S)",,,"['A', 'S']",Beach 90 St,S,450634.0,2006
Q,Rockaway,Far Rockaway-Mott Av (A),,,['A'],Far Rockaway-Mott Av,A,1300501.0,2006
Q,Rockaway,Beach 25 St (A),,,['A'],Beach 25 St,A,483783.0,2006
Q,Rockaway,Beach 36 St (A),,,['A'],Beach 36 St,A,252933.0,2006
Q,Rockaway,Beach 44 St (A),,,['A'],Beach 44 St,A,139454.0,2006
Q,Rockaway,Beach 60 St (A),,,['A'],Beach 60 St,A,716916.0,2006
Q,Rockaway,Beach 67 St-Arverne By The Sea (A),,,['A'],Beach 67 St-Arverne By The Sea,A,512214.0,2006
Q,Rockaway,"Broad Channel (A,S)",,,"['A', 'S']",Broad Channel,A,103502.0,2006
Q,Rockaway,"Broad Channel (A,S)",,,"['A', 'S']",Broad Channel,S,103502.0,2006
Q,Rockaway,Howard Beach-JFK Airport (A),,,['A'],Howard Beach-JFK Airport,A,879258.0,2006
Q,Rockaway,Aqueduct-North Conduit Av (A),,,['A'],Aqueduct-North Conduit Av,A,273839.0,2006
Q,Rockaway,Aqueduct Racetrack (A),,,['A'],Aqueduct Racetrack,A,39081.0,2006
Q,Lefferts Blvd,Ozone Park-Lefferts Blvd (A),,,['A'],Ozone Park-Lefferts Blvd,A,2281696.0,2006
Q,Lefferts Blvd,111 St (A),,,['A'],111 St,A,808656.0,2006
Q,Lefferts Blvd,104 St (A),,,['A'],104 St,A,546821.0,2006
Q,Fulton St,Rockaway Blvd (A),,,['A'],Rockaway Blvd,A,2034344.0,2006
Q,Fulton St,88 St (A),,,['A'],88 St,A,748114.0,2006
Q,Fulton St,80 St (A),,,['A'],80 St,A,1215401.0,2006
B,Fulton St,Grant Av (A),,,['A'],Grant Av,A,1890764.0,2006
B,Fulton St,"Euclid Av (A,C)",,,"['A', 'C']",Euclid Av,A,2867762.0,2006
B,Fulton St,"Euclid Av (A,C)",,,"['A', 'C']",Euclid Av,C,2867762.0,2006
B,Fulton St,Shepherd Av (C),,,['C'],Shepherd Av,C,888680.0,2006
B,Fulton St,Van Siclen Av (C),,,['C'],Van Siclen Av,C,836888.0,2006
B,Fulton St,Liberty Av (C),,,['C'],Liberty Av,C,933506.0,2006
B,Fulton St,Rockaway Av (C),,,['C'],Rockaway Av,C,1447347.0,2006
B,Fulton St,Ralph Av (C),,,['C'],Ralph Av,C,1371497.0,2006
B,Fulton St,"Utica Av (A,C)",,,"['A', 'C']",Utica Av,A,4204548.0,2006
B,Fulton St,"Utica Av (A,C)",,,"['A', 'C']",Utica Av,C,4204548.0,2006
B,Fulton St,Kingston-Throop Avs (C),,,['C'],Kingston-Throop Avs,C,1500794.0,2006
B,Fulton St,"Nostrand Av (A,C)",,,"['A', 'C']",Nostrand Av,A,4748062.0,2006
B,Fulton St,"Nostrand Av (A,C)",,,"['A', 'C']",Nostrand Av,C,4748062.0,2006
B,Fulton St,Clinton-Washington Avs (C),,,['C'],Clinton-Washington Avs,C,1512786.0,2006
B,Fulton St,Lafayette Av (C),,,['C'],Lafayette Av,C,1324976.0,2006
B,Fulton St,"High St (A,C)",,,"['A', 'C']",High St,A,1675852.0,2006
B,Fulton St,"High St (A,C)",,,"['A', 'C']",High St,C,1675852.0,2006
B,Crosstown,Fulton St (G),,,['G'],Fulton St,G,893809.0,2006
B,Crosstown,Clinton-Washington Avs (G),,,['G'],Clinton-Washington Avs,G,1421327.0,2006
B,Crosstown,Classon Av (G),,,['G'],Classon Av,G,1079948.0,2006
B,Crosstown,Bedford-Nostrand Avs (G),,,['G'],Bedford-Nostrand Avs,G,1482394.0,2006
B,Crosstown,Myrtle-Willoughby Avs (G),,,['G'],Myrtle-Willoughby Avs,G,1137802.0,2006
B,Crosstown,Flushing Av (G),,,['G'],Flushing Av,G,591626.0,2006
B,Crosstown,Broadway (G),,,['G'],Broadway,G,1010646.0,2006
B,Crosstown,Nassau Av (G),,,['G'],Nassau Av,G,2409331.0,2006
B,Crosstown,Greenpoint Av (G),,,['G'],Greenpoint Av,G,2327950.0,2006
Q,Crosstown,21 St (G),,,['G'],21 St,G,275914.0,2006
Q,Queens Blvd,21 St-Queensbridge (F),,,['F'],21 St-Queensbridge,F,2101042.0,2006
Q,Queens Blvd,"Queens Plaza (E,M,R)",,,"['E', 'M', 'R']",Queens Plaza,E,2264150.0,2006
Q,Queens Blvd,"Queens Plaza (E,M,R)",,,"['E', 'M', 'R']",Queens Plaza,M,2264150.0,2006
Q,Queens Blvd,"Queens Plaza (E,M,R)",,,"['E', 'M', 'R']",Queens Plaza,R,2264150.0,2006
Q,Queens Blvd,"36 St (M,R)",,,"['M', 'R']",36 St,M,910220.0,2006
Q,Queens Blvd,"36 St (M,R)",,,"['M', 'R']",36 St,R,910220.0,2006
Q,Queens Blvd,"Steinway St (M,R)",,,"['M', 'R']",Steinway St,M,4355617.0,2006
Q,Queens Blvd,"Steinway St (M,R)",,,"['M', 'R']",Steinway St,R,4355617.0,2006
Q,Queens Blvd,"46 St (M,R)",,,"['M', 'R']",46 St,M,2904102.0,2006
Q,Queens Blvd,"46 St (M,R)",,,"['M', 'R']",46 St,R,2904102.0,2006
Q,Queens Blvd,"Northern Blvd (M,R)",,,"['M', 'R']",Northern Blvd,M,2137222.0,2006
Q,Queens Blvd,"Northern Blvd (M,R)",,,"['M', 'R']",Northern Blvd,R,2137222.0,2006
Q,Queens Blvd,"65 St (M,R)",,,"['M', 'R']",65 St,M,987693.0,2006
Q,Queens Blvd,"65 St (M,R)",,,"['M', 'R']",65 St,R,987693.0,2006
Q,Queens Blvd,"Elmhurst Av (M,R)",,,"['M', 'R']",Elmhurst Av,M,4198892.0,2006
Q,Queens Blvd,"Elmhurst Av (M,R)",,,"['M', 'R']",Elmhurst Av,R,4198892.0,2006
Q,Queens Blvd,"Grand Av-Newtown (M,R)",,,"['M', 'R']",Grand Av-Newtown,M,5428004.0,2006
Q,Queens Blvd,"Grand Av-Newtown (M,R)",,,"['M', 'R']",Grand Av-Newtown,R,5428004.0,2006
Q,Queens Blvd,"Woodhaven Blvd (M,R)",,,"['M', 'R']",Woodhaven Blvd,M,7121569.0,2006
Q,Queens Blvd,"Woodhaven Blvd (M,R)",,,"['M', 'R']",Woodhaven Blvd,R,7121569.0,2006
Q,Queens Blvd,"63 Dr-Rego Park (M,R)",,,"['M', 'R']",63 Dr-Rego Park,M,4797795.0,2006
Q,Queens Blvd,"63 Dr-Rego Park (M,R)",,,"['M', 'R']",63 Dr-Rego Park,R,4797795.0,2006
Q,Queens Blvd,"67 Av (M,R)",,,"['M', 'R']",67 Av,M,2719842.0,2006
Q,Queens Blvd,"67 Av (M,R)",,,"['M', 'R']",67 Av,R,2719842.0,2006
Q,Queens Blvd,"Forest Hills-71 Av (E,F,M,R)",,,"['E', 'F', 'M', 'R']",Forest Hills-71 Av,E,8123956.0,2006
Q,Queens Blvd,"Forest Hills-71 Av (E,F,M,R)",,,"['E', 'F', 'M', 'R']",Forest Hills-71 Av,F,8123956.0,2006
Q,Queens Blvd,"Forest Hills-71 Av (E,F,M,R)",,,"['E', 'F', 'M', 'R']",Forest Hills-71 Av,M,8123956.0,2006
Q,Queens Blvd,"Forest Hills-71 Av (E,F,M,R)",,,"['E', 'F', 'M', 'R']",Forest Hills-71 Av,R,8123956.0,2006
Q,Queens Blvd,"75 Av (E,F)",,,"['E', 'F']",75 Av,E,1141863.0,2006
Q,Queens Blvd,"75 Av (E,F)",,,"['E', 'F']",75 Av,F,1141863.0,2006
Q,Queens Blvd,"Kew Gardens-Union Turnpike (E,F)",,,"['E', 'F']",Kew Gardens-Union Turnpike,E,7630925.0,2006
Q,Queens Blvd,"Kew Gardens-Union Turnpike (E,F)",,,"['E', 'F']",Kew Gardens-Union Turnpike,F,7630925.0,2006
Q,Queens Blvd,"Briarwood-Van Wyck Blvd (E,F)",,,"['E', 'F']",Briarwood-Van Wyck Blvd,E,1794900.0,2006
Q,Queens Blvd,"Briarwood-Van Wyck Blvd (E,F)",,,"['E', 'F']",Briarwood-Van Wyck Blvd,F,1794900.0,2006
Q,Queens Blvd,Sutphin Blvd (F),,,['F'],Sutphin Blvd,F,1377422.0,2006
Q,Queens Blvd,Parsons Blvd (F),,,['F'],Parsons Blvd,F,1782783.0,2006
Q,Queens Blvd,169 St (F),,,['F'],169 St,F,2404252.0,2006
Q,Queens Blvd,Jamaica-179 St (F),,,['F'],Jamaica-179 St,F,6696942.0,2006
Q,Queens Blvd,Jamaica-Van Wyck (E),,,['E'],Jamaica-Van Wyck,E,1466843.0,2006
Q,Jamaica,"121 St (J,Z)",,,"['J', 'Z']",121 St,J,564201.0,2006
Q,Jamaica,"121 St (J,Z)",,,"['J', 'Z']",121 St,Z,564201.0,2006
Q,Jamaica,111 St (J),,,['J'],111 St,J,767389.0,2006
Q,Jamaica,"104 St (J,Z)",,,"['J', 'Z']",104 St,J,702374.0,2006
Q,Jamaica,"104 St (J,Z)",,,"['J', 'Z']",104 St,Z,702374.0,2006
Q,Jamaica,"Woodhaven Blvd (J,Z)",,,"['J', 'Z']",Woodhaven Blvd,J,1147011.0,2006
Q,Jamaica,"Woodhaven Blvd (J,Z)",,,"['J', 'Z']",Woodhaven Blvd,Z,1147011.0,2006
Q,Jamaica,85 St-Forest Pkwy (J),,,['J'],85 St-Forest Pkwy,J,1105465.0,2006
Q,Jamaica,"75 St-Elderts Ln (J,Z)",,,"['J', 'Z']",75 St-Elderts Ln,J,1094080.0,2006
Q,Jamaica,"75 St-Elderts Ln (J,Z)",,,"['J', 'Z']",75 St-Elderts Ln,Z,1094080.0,2006
B,Jamaica,Cypress Hills (J),,,['J'],Cypress Hills,J,593808.0,2006
B,Jamaica,"Crescent St (J,Z)",,,"['J', 'Z']",Crescent St,J,811741.0,2006
B,Jamaica,"Crescent St (J,Z)",,,"['J', 'Z']",Crescent St,Z,811741.0,2006
B,Jamaica,"Norwood Av (J,Z)",,,"['J', 'Z']",Norwood Av,J,945068.0,2006
B,Jamaica,"Norwood Av (J,Z)",,,"['J', 'Z']",Norwood Av,Z,945068.0,2006
B,Jamaica,Cleveland St (J),,,['J'],Cleveland St,J,704932.0,2006
B,Jamaica,"Van Siclen Av (J,Z)",,,"['J', 'Z']",Van Siclen Av,J,523111.0,2006
B,Jamaica,"Van Siclen Av (J,Z)",,,"['J', 'Z']",Van Siclen Av,Z,523111.0,2006
B,Jamaica,Alabama Av (J),,,['J'],Alabama Av,J,581954.0,2006
