borough,segment,full_station_name,transfer_segment,transfer_station_name,line_designators,station_name,line,annual_ridership,year
M,8 Av,"West 4 St-Washington Sq (A,C,E)",Manhattan CBD Transfer,"West 4 St-Washington Sq (A,B,C,D,E,F,M)","['A', 'C', 'E']",West 4 St-Washington Sq,C,11574810.0,2002
M,8 Av,"West 4 St-Washington Sq (A,C,E)",Manhattan CBD Transfer,"West 4 St-Washington Sq (A,B,C,D,E,F,M)","['A', 'C', 'E']",West 4 St-Washington Sq,E,11574810.0,2002
M,8 Av,"14 St (A,C,E)",Manhattan CBD Transfer,"14 St (A,C,E)/8 Av (L)","['A', 'C', 'E']",14 St,A,8516315.0,2002
M,8 Av,"14 St (A,C,E)",Manhattan CBD Transfer,"14 St (A,C,E)/8 Av (L)","['A', 'C', 'E']",14 St,C,8516315.0,2002
M,8 Av,"14 St (A,C,E)",Manhattan CBD Transfer,"14 St (A,C,E)/8 Av (L)","['A', 'C', 'E']",14 St,E,8516315.0,2002
M,8 Av,"42 St-Port Authority Bus Terminal (A,C,E)",Manhattan CBD Transfer,"Times Sq-42 St (N,Q,R,S,1,2,3,7)/42 St (A,C,E)","['A', 'C', 'E']",42 St-Port Authority Bus Terminal,A,53434865.0,2002
M,8 Av,"42 St-Port Authority Bus Terminal (A,C,E)",Manhattan CBD Transfer,"Times Sq-42 St (N,Q,R,S,1,2,3,7)/42 St (A,C,E)","['A', 'C', 'E']",42 St-Port Authority Bus Terminal,C,53434865.0,2002
M,8 Av,"42 St-Port Authority Bus Terminal (A,C,E)",Manhattan CBD Transfer,"Times Sq-42 St (N,Q,R,S,1,2,3,7)/42 St (A,C,E)","['A', 'C', 'E']",42 St-Port Authority Bus Terminal,E,53434865.0,2002
M,53 St,"Lexington Av-53 St (E,M)",Manhattan CBD Transfer,"Lexington Av-53 St (E,M)/51 St (6)","['E', 'M']",Lexington Av-53 St,E,18945832.0,2002
M,53 St,"Lexington Av-53 St (E,M)",Manhattan CBD Transfer,"Lexington Av-53 St (E,M)/51 St (6)","['E', 'M']",Lexington Av-53 St,M,18945832.0,2002
M,8 Av/Central Pk W,"59 St-Columbus Circle (A,B,C,D)",Manhattan CBD Transfer,"59 St-Columbus Circle (A,B,C,D,1)","['A', 'B', 'C', 'D']",59 St-Columbus Circle,A,15507879.0,2002
M,8 Av/Central Pk W,"59 St-Columbus Circle (A,B,C,D)",Manhattan CBD Transfer,"59 St-Columbus Circle (A,B,C,D,1)","['A', 'B', 'C', 'D']",59 St-Columbus Circle,B,15507879.0,2002
M,8 Av/Central Pk W,"59 St-Columbus Circle (A,B,C,D)",Manhattan CBD Transfer,"59 St-Columbus Circle (A,B,C,D,1)","['A', 'B', 'C', 'D']",59 St-Columbus Circle,C,15507879.0,2002
M,8 Av/Central Pk W,"59 St-Columbus Circle (A,B,C,D)",Manhattan CBD Transfer,"59 St-Columbus Circle (A,B,C,D,1)","['A', 'B', 'C', 'D']",59 St-Columbus Circle,D,15507879.0,2002
M,Washington Heights,"168 St (A,C)",Upper Manhattan and Bronx Transfer,"168 St (A,C,1)","['A', 'C']",168 St,A,6229701.0,2002
M,Washington Heights,"168 St (A,C)",Upper Manhattan and Bronx Transfer,"168 St (A,C,1)","['A', 'C']",168 St,C,6229701.0,2002
Bx,Concourse,"161 St-Yankee Stadium (B,D)",Upper Manhattan and Bronx Transfer,"161 St-Yankee Stadium (B,D,4)","['B', 'D']",161 St-Yankee Stadium,B,6848109.0,2002
Bx,Concourse,"161 St-Yankee Stadium (B,D)",Upper Manhattan and Bronx Transfer,"161 St-Yankee Stadium (B,D,4)","['B', 'D']",161 St-Yankee Stadium,D,6848109.0,2002
B,Eastern Pkwy,"Franklin Av (2,3,4,5)",Other Brooklyn Transfer,"Franklin Av (2,3,4,5)/Botanic Garden (S)","['2', '3', '4', '5']",Franklin Av,2,3805122.0,2002
B,Eastern Pkwy,"Franklin Av (2,3,4,5)",Other Brooklyn Transfer,"Franklin Av (2,3,4,5)/Botanic Garden (S)","['2', '3', '4', '5']",Franklin Av,3,3805122.0,2002
B,Eastern Pkwy,"Franklin Av (2,3,4,5)",Other Brooklyn Transfer,"Franklin Av (2,3,4,5)/Botanic Garden (S)","['2', '3', '4', '5']",Franklin Av,4,3805122.0,2002
B,Eastern Pkwy,"Franklin Av (2,3,4,5)",Other Brooklyn Transfer,"Franklin Av (2,3,4,5)/Botanic Garden (S)","['2', '3', '4', '5']",Franklin Av,5,3805122.0,2002
B,Eastern Pkwy,"Atlantic Av (2,3,4,5)",Downtown Brooklyn Transfer,"Atlantic Av (B,Q,2,3,4,5)/Pacific St (D,N,R)","['2', '3', '4', '5']",Atlantic Av,2,7023218.0,2002
B,Eastern Pkwy,"Atlantic Av (2,3,4,5)",Downtown Brooklyn Transfer,"Atlantic Av (B,Q,2,3,4,5)/Pacific St (D,N,R)","['2', '3', '4', '5']",Atlantic Av,3,7023218.0,2002
B,Eastern Pkwy,"Atlantic Av (2,3,4,5)",Downtown Brooklyn Transfer,"Atlantic Av (B,Q,2,3,4,5)/Pacific St (D,N,R)","['2', '3', '4', '5']",Atlantic Av,4,7023218.0,2002
B,Eastern Pkwy,"Atlantic Av (2,3,4,5)",Downtown Brooklyn Transfer,"Atlantic Av (B,Q,2,3,4,5)/Pacific St (D,N,R)","['2', '3', '4', '5']",Atlantic Av,5,7023218.0,2002
B,Eastern Pkwy,"Borough Hall (2,3,4,5)",Downtown Brooklyn Transfer,"Court St (R)/Borough Hall (2,3,4,5)","['2', '3', '4', '5']",Borough Hall,2,10007439.0,2002
B,Eastern Pkwy,"Borough Hall (2,3,4,5)",Downtown Brooklyn Transfer,"Court St (R)/Borough Hall (2,3,4,5)","['2', '3', '4', '5']",Borough Hall,3,10007439.0,2002
B,Eastern Pkwy,"Borough Hall (2,3,4,5)",Downtown Brooklyn Transfer,"Court St (R)/Borough Hall (2,3,4,5)","['2', '3', '4', '5']",Borough Hall,4,10007439.0,2002
B,Eastern Pkwy,"Borough Hall (2,3,4,5)",Downtown Brooklyn Transfer,"Court St (R)/Borough Hall (2,3,4,5)","['2', '3', '4', '5']",Borough Hall,5,10007439.0,2002
B,4 Av,9 St (R),Other Brooklyn Transfer,"4 Av (F,G)/9 St (R)",['R'],9 St,R,2808942.0,2002
B,4 Av,"Atlantic Av-Pacific St (D,N,R)",Downtown Brooklyn Transfer,"Atlantic Av (B,Q,2,3,4,5)/Pacific St (D,N,R)","['D', 'N', 'R']",Atlantic Av-Pacific St,D,7023218.0,2002
B,4 Av,"Atlantic Av-Pacific St (D,N,R)",Downtown Brooklyn Transfer,"Atlantic Av (B,Q,2,3,4,5)/Pacific St (D,N,R)","['D', 'N', 'R']",Atlantic Av-Pacific St,N,7023218.0,2002
B,4 Av,"Atlantic Av-Pacific St (D,N,R)",Downtown Brooklyn Transfer,"Atlantic Av (B,Q,2,3,4,5)/Pacific St (D,N,R)","['D', 'N', 'R']",Atlantic Av-Pacific St,R,7023218.0,2002
B,4 Av,DeKalb Av (R),Downtown Brooklyn Transfer,"DeKalb Av (B,Q,R)",['R'],DeKalb Av,R,4415846.0,2002
B,4 Av,Jay St-MetroTech (R),Downtown Brooklyn Transfer,"Jay St-MetroTech (A,C,F,R)",['R'],Jay St-MetroTech,R,10980334.0,2002
B,4 Av,Court St (R),Downtown Brooklyn Transfer,"Court St (R)/Borough Hall (2,3,4,5)",['R'],Court St,R,10007439.0,2002
B,Sea Beach,Coney Island-Stillwell Av (N),Other Brooklyn Transfer,"Coney Island-Stillwell Av (D,F,N,Q)",['N'],Coney Island-Stillwell Av,N,3193955.0,2002
B,Sea Beach,New Utrecht Av (N),Other Brooklyn Transfer,New Utrecht Av (N)/62 St (D),['N'],New Utrecht Av,N,1372402.0,2002
B,West End,Coney Island-Stillwell Av (D),Other Brooklyn Transfer,"Coney Island-Stillwell Av (D,F,N,Q)",['D'],Coney Island-Stillwell Av,D,3193955.0,2002
B,West End,62 St (D),Other Brooklyn Transfer,New Utrecht Av (N)/62 St (D),['D'],62 St,D,1372402.0,2002
B,Brighton,Coney Island-Stillwell Av (Q),Other Brooklyn Transfer,"Coney Island-Stillwell Av (D,F,N,Q)",['Q'],Coney Island-Stillwell Av,Q,3193955.0,2002
B,Brighton,West 8 St-New York Aquarium (Q),Other Brooklyn Transfer,"West 8 St-New York Aquarium (F,Q)",['Q'],West 8 St-New York Aquarium,Q,635201.0,2002
B,Brighton,"Prospect Park (B,Q)",Other Brooklyn Transfer,"Prospect Park (B,Q,S)","['B', 'Q']",Prospect Park,B,2483034.0,2002
B,Brighton,"Prospect Park (B,Q)",Other Brooklyn Transfer,"Prospect Park (B,Q,S)","['B', 'Q']",Prospect Park,Q,2483034.0,2002
B,Brighton,"Atlantic Av (B,Q)",Downtown Brooklyn Transfer,"Atlantic Av (B,Q,2,3,4,5)/Pacific St (D,N,R)","['B', 'Q']",Atlantic Av,B,7023218.0,2002
B,Brighton,"Atlantic Av (B,Q)",Downtown Brooklyn Transfer,"Atlantic Av (B,Q,2,3,4,5)/Pacific St (D,N,R)","['B', 'Q']",Atlantic Av,Q,7023218.0,2002
B,Brighton,"DeKalb Av (B,Q)",Downtown Brooklyn Transfer,"DeKalb Av (B,Q,R)","['B', 'Q']",DeKalb Av,B,4415846.0,2002
B,Brighton,"DeKalb Av (B,Q)",Downtown Brooklyn Transfer,"DeKalb Av (B,Q,R)","['B', 'Q']",DeKalb Av,Q,4415846.0,2002
B,Franklin Av,Prospect Park (S),Other Brooklyn Transfer,"Prospect Park (B,Q,S)",['S'],Prospect Park,S,2483034.0,2002
B,Franklin Av,Botanic Garden (S),Other Brooklyn Transfer,"Franklin Av (2,3,4,5)/Botanic Garden (S)",['S'],Botanic Garden,S,3805122.0,2002
B,Franklin Av,Franklin Av (S),Other Brooklyn Transfer,"Franklin Av (C,S)",['S'],Franklin Av,S,1452200.0,2002
B,Culver,Coney Island-Stillwell Av (F),Other Brooklyn Transfer,"Coney Island-Stillwell Av (D,F,N,Q)",['F'],Coney Island-Stillwell Av,F,3193955.0,2002
B,Culver,West 8 St-New York Aquarium (F),Other Brooklyn Transfer,"West 8 St-New York Aquarium (F,Q)",['F'],West 8 St-New York Aquarium,F,635201.0,2002
B,Culver,"4 Av (F,G)",Other Brooklyn Transfer,"4 Av (F,G)/9 St (R)","['F', 'G']",4 Av,F,2808942.0,2002
B,Culver,"4 Av (F,G)",Other Brooklyn Transfer,"4 Av (F,G)/9 St (R)","['F', 'G']",4 Av,G,2808942.0,2002
B,Culver,Jay St-MetroTech (F),Downtown Brooklyn Transfer,"Jay St-MetroTech (A,C,F,R)",['F'],Jay St-MetroTech,F,10980334.0,2002
B,Fulton St,"Broadway Junction (A,C)",Other Brooklyn Transfer,"Broadway Junction (A,C,J,L,Z)","['A', 'C']",Broadway Junction,A,2723305.0,2002
B,Fulton St,"Broadway Junction (A,C)",Other Brooklyn Transfer,"Broadway Junction (A,C,J,L,Z)","['A', 'C']",Broadway Junction,C,2723305.0,2002
B,Fulton St,Franklin Av (C),Other Brooklyn Transfer,"Franklin Av (C,S)",['C'],Franklin Av,C,1452200.0,2002
B,Fulton St,"Hoyt-Schermerhorn Sts (A,C)",Downtown Brooklyn Transfer,"Hoyt-Schermerhorn Sts (A,C,G)","['A', 'C']",Hoyt-Schermerhorn Sts,A,2803185.0,2002
B,Fulton St,"Hoyt-Schermerhorn Sts (A,C)",Downtown Brooklyn Transfer,"Hoyt-Schermerhorn Sts (A,C,G)","['A', 'C']",Hoyt-Schermerhorn Sts,C,2803185.0,2002
B,Fulton St,"Jay St-MetroTech (A,C)",Downtown Brooklyn Transfer,"Jay St-MetroTech (A,C,F,R)","['A', 'C']",Jay St-MetroTech,A,10980334.0,2002
B,Fulton St,"Jay St-MetroTech (A,C)",Downtown Brooklyn Transfer,"Jay St-MetroTech (A,C,F,R)","['A', 'C']",Jay St-MetroTech,C,10980334.0,2002
B,Crosstown,Hoyt-Schermerhorn Sts (G),Downtown Brooklyn Transfer,"Hoyt-Schermerhorn Sts (A,C,G)",['G'],Hoyt-Schermerhorn Sts,G,2803185.0,2002
B,Crosstown,Metropolitan Av (G),Other Brooklyn Transfer,Lorimer St (L)/Metropolitan Av (G),['G'],Metropolitan Av,G,3036305.0,2002
Q,Crosstown,Court Sq (G),Queens Transfer,"Court Sq (E,G,M,7)",['G'],Court Sq,G,6360620.0,2002
Q,Queens Blvd,"Court Sq-23 St (E,M)",Queens Transfer,"Court Sq (E,G,M,7)","['E', 'M']",Court Sq-23 St,E,6360620.0,2002
Q,Queens Blvd,"Court Sq-23 St (E,M)",Queens Transfer,"Court Sq (E,G,M,7)","['E', 'M']",Court Sq-23 St,M,6360620.0,2002
Q,Queens Blvd,"Jackson Hts-Roosevelt Av (E,F,M,R)",Queens Transfer,"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)","['E', 'F', 'M', 'R']",Jackson Hts-Roosevelt Av,E,13910931.0,2002
Q,Queens Blvd,"Jackson Hts-Roosevelt Av (E,F,M,R)",Queens Transfer,"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)","['E', 'F', 'M', 'R']",Jackson Hts-Roosevelt Av,F,13910931.0,2002
Q,Queens Blvd,"Jackson Hts-Roosevelt Av (E,F,M,R)",Queens Transfer,"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)","['E', 'F', 'M', 'R']",Jackson Hts-Roosevelt Av,M,13910931.0,2002
Q,Queens Blvd,"Jackson Hts-Roosevelt Av (E,F,M,R)",Queens Transfer,"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)","['E', 'F', 'M', 'R']",Jackson Hts-Roosevelt Av,R,13910931.0,2002
Q,Queens Blvd,Sutphin Blvd-Archer Av-JFK Airport (E),Queens Transfer,"Sutphin Blvd-Archer Av-JFK Airport (E,J,Z)",['E'],Sutphin Blvd-Archer Av-JFK Airport,E,4980193.0,2002
Q,Queens Blvd,Jamaica Center-Parsons-Archer (E),Queens Transfer,"Jamaica Center-Parsons-Archer (E,J,Z)",['E'],Jamaica Center-Parsons-Archer,E,11091332.0,2002
Q,Jamaica,"Jamaica Center-Parsons-Archer (J,Z)",Queens Transfer,"Jamaica Center-Parsons-Archer (E,J,Z)","['J', 'Z']",Jamaica Center-Parsons-Archer,J,11091332.0,2002
Q,Jamaica,"Jamaica Center-Parsons-Archer (J,Z)",Queens Transfer,"Jamaica Center-Parsons-Archer (E,J,Z)","['J', 'Z']",Jamaica Center-Parsons-Archer,Z,11091332.0,2002
Q,Jamaica,"Sutphin Blvd-Archer Av-JFK Airport (J,Z)",Queens Transfer,"Sutphin Blvd-Archer Av-JFK Airport (E,J,Z)","['J', 'Z']",Sutphin Blvd-Archer Av-JFK Airport,J,4980193.0,2002
Q,Jamaica,"Sutphin Blvd-Archer Av-JFK Airport (J,Z)",Queens Transfer,"Sutphin Blvd-Archer Av-JFK Airport (E,J,Z)","['J', 'Z']",Sutphin Blvd-Archer Av-JFK Airport,Z,4980193.0,2002
B,Jamaica,"Broadway Junction (J,Z)",Other Brooklyn Transfer,"Broadway Junction (A,C,J,L,Z)","['J', 'Z']",Broadway Junction,J,2723305.0,2002
B,Jamaica,"Broadway Junction (J,Z)",Other Brooklyn Transfer,"Broadway Junction (A,C,J,L,Z)","['J', 'Z']",Broadway Junction,Z,2723305.0,2002
B,Myrtle Av,Myrtle-Wyckoff Avs (M),Other Brooklyn Transfer,"Myrtle-Wyckoff Avs (L,M)",['M'],Myrtle-Wyckoff Avs,M,4338567.0,2002
B,Canarsie,Broadway Junction (L),Other Brooklyn Transfer,"Broadway Junction (A,C,J,L,Z)",['L'],Broadway Junction,L,2723305.0,2002
B,Canarsie,Myrtle-Wyckoff Avs (L),Other Brooklyn Transfer,"Myrtle-Wyckoff Avs (L,M)",['L'],Myrtle-Wyckoff Avs,L,4338567.0,2002
B,Canarsie,Lorimer St (L),Other Brooklyn Transfer,Lorimer St (L)/Metropolitan Av (G),['L'],Lorimer St,L,3036305.0,2002
Q,Flushing (Queens),74 St-Broadway (7),Queens Transfer,"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)",['7'],74 St-Broadway,7,13910931.0,2002
Q,Flushing (Queens),Queensboro Plaza (7),Queens Transfer,"Queensboro Plaza (N,Q,7)",['7'],Queensboro Plaza,7,2661602.0,2002
Q,Flushing (Queens),Court Sq (7),Queens Transfer,"Court Sq (E,G,M,7)",['7'],Court Sq,7,6360620.0,2002
Q,Astoria,"Queensboro Plaza (N,Q)",Queens Transfer,"Queensboro Plaza (N,Q,7)","['N', 'Q']",Queensboro Plaza,N,2661602.0,2002
Q,Astoria,"Queensboro Plaza (N,Q)",Queens Transfer,"Queensboro Plaza (N,Q,7)","['N', 'Q']",Queensboro Plaza,Q,2661602.0,2002
M,Broadway/7 Av (CBD),"Wall St (2,3)",,,"['2', '3']",Wall St,2,7195174.0,2001
M,Broadway/7 Av (CBD),"Wall St (2,3)",,,"['2', '3']",Wall St,3,7195174.0,2001
M,Broadway/7 Av (CBD),Rector St (1),,,['1'],Rector St,1,953412.0,2001
M,Broadway/7 Av (CBD),Cortlandt St (1),,,['1'],Cortlandt St,1,3890324.0,2001
M,Broadway/7 Av (CBD),"Chambers St (1,2,3)",,,"['1', '2', '3']",Chambers St,1,4518907.0,2001
M,Broadway/7 Av (CBD),"Chambers St (1,2,3)",,,"['1', '2', '3']",Chambers St,2,4518907.0,2001
M,Broadway/7 Av (CBD),"Chambers St (1,2,3)",,,"['1', '2', '3']",Chambers St,3,4518907.0,2001
M,Broadway/7 Av (CBD),Franklin St (1),,,['1'],Franklin St,1,1997511.0,2001
M,Broadway/7 Av (CBD),Canal St (1),,,['1'],Canal St,1,1895864.0,2001
M,Broadway/7 Av (CBD),Houston St (1),,,['1'],Houston St,1,4149401.0,2001
M,Broadway/7 Av (CBD),Christopher St-Sheridan Sq (1),,,['1'],Christopher St-Sheridan Sq,1,4159712.0,2001
M,Broadway/7 Av (CBD),18 St (1),,,['1'],18 St,1,2572880.0,2001
M,Broadway/7 Av (CBD),23 St (1),,,['1'],23 St,1,4507936.0,2001
M,Broadway/7 Av (CBD),28 St (1),,,['1'],28 St,1,3521210.0,2001
M,Broadway/7 Av (CBD),"34 St-Penn Station (1,2,3)",,,"['1', '2', '3']",34 St-Penn Station,1,26331838.0,2001
M,Broadway/7 Av (CBD),"34 St-Penn Station (1,2,3)",,,"['1', '2', '3']",34 St-Penn Station,2,26331838.0,2001
M,Broadway/7 Av (CBD),"34 St-Penn Station (1,2,3)",,,"['1', '2', '3']",34 St-Penn Station,3,26331838.0,2001
M,Broadway/7 Av (CBD),50 St (1),,,['1'],50 St,1,7945115.0,2001
M,Broadway/ 7 Av  (Non-CBD),66 St-Lincoln Center (1),,,['1'],66 St-Lincoln Center,1,6663749.0,2001
M,Broadway/ 7 Av  (Non-CBD),"72 St (1,2,3)",,,"['1', '2', '3']",72 St,1,10328830.0,2001
M,Broadway/ 7 Av  (Non-CBD),"72 St (1,2,3)",,,"['1', '2', '3']",72 St,2,10328830.0,2001
M,Broadway/ 7 Av  (Non-CBD),"72 St (1,2,3)",,,"['1', '2', '3']",72 St,3,10328830.0,2001
M,Broadway/ 7 Av  (Non-CBD),79 St (1),,,['1'],79 St,1,5182170.0,2001
M,Broadway/ 7 Av  (Non-CBD),86 St (1),,,['1'],86 St,1,5781073.0,2001
M,Broadway/ 7 Av  (Non-CBD),"96 St (1,2,3)",,,"['1', '2', '3']",96 St,1,10421716.0,2001
M,Broadway/ 7 Av  (Non-CBD),"96 St (1,2,3)",,,"['1', '2', '3']",96 St,2,10421716.0,2001
M,Broadway/ 7 Av  (Non-CBD),"96 St (1,2,3)",,,"['1', '2', '3']",96 St,3,10421716.0,2001
M,Upper Broadway,103 St (1),,,['1'],103 St,1,4012609.0,2001
M,Upper Broadway,Cathedral Pkwy-110 St (1),,,['1'],Cathedral Pkwy-110 St,1,4280205.0,2001
M,Upper Broadway,116 St-Columbia University (1),,,['1'],116 St-Columbia University,1,4315048.0,2001
M,Upper Broadway,125 St (1),,,['1'],125 St,1,2055499.0,2001
M,Upper Broadway,137 St-City College (1),,,['1'],137 St-City College,1,4188337.0,2001
M,Upper Broadway,145 St (1),,,['1'],145 St,1,2570212.0,2001
M,Upper Broadway,157 St (1),,,['1'],157 St,1,2757059.0,2001
M,Upper Broadway,181 St (1),,,['1'],181 St,1,2877344.0,2001
M,Upper Broadway,191 St (1),,,['1'],191 St,1,2055249.0,2001
M,Upper Broadway,Dyckman St (1),,,['1'],Dyckman St,1,2063127.0,2001
M,Upper Broadway,207 St (1),,,['1'],207 St,1,1358164.0,2001
M,Upper Broadway,215 St (1),,,['1'],215 St,1,439038.0,2001
M,Upper Broadway,Marble Hill-225 St (1),,,['1'],Marble Hill-225 St,1,1205409.0,2001
Bx,Upper Broadway,231 St (1),,,['1'],231 St,1,2525111.0,2001
Bx,Upper Broadway,238 St (1),,,['1'],238 St,1,826023.0,2001
Bx,Upper Broadway,Van Cortlandt Park-242 St (1),,,['1'],Van Cortlandt Park-242 St,1,1679040.0,2001
M,Lenox Av,"Central Park North-110 St (2,3)",,,"['2', '3']",Central Park North-110 St,2,2049550.0,2001
M,Lenox Av,"Central Park North-110 St (2,3)",,,"['2', '3']",Central Park North-110 St,3,2049550.0,2001
M,Lenox Av,"116 St (2,3)",,,"['2', '3']",116 St,2,2120945.0,2001
M,Lenox Av,"116 St (2,3)",,,"['2', '3']",116 St,3,2120945.0,2001
M,Lenox Av,"125 St (2,3)",,,"['2', '3']",125 St,2,3238556.0,2001
M,Lenox Av,"125 St (2,3)",,,"['2', '3']",125 St,3,3238556.0,2001
M,Lenox Av,"135 St (2,3)",,,"['2', '3']",135 St,2,3283877.0,2001
M,Lenox Av,"135 St (2,3)",,,"['2', '3']",135 St,3,3283877.0,2001
M,Lenox Av,145 St (3),,,['3'],145 St,3,757668.0,2001
M,Lenox Av,Harlem-148 St (3),,,['3'],Harlem-148 St,3,781063.0,2001
M,Lexington Av (CBD),"Bowling Green (4,5)",,,"['4', '5']",Bowling Green,4,8620774.0,2001
M,Lexington Av (CBD),"Bowling Green (4,5)",,,"['4', '5']",Bowling Green,5,8620774.0,2001
M,Lexington Av (CBD),"Wall St (4,5)",,,"['4', '5']",Wall St,4,6221822.0,2001
M,Lexington Av (CBD),"Wall St (4,5)",,,"['4', '5']",Wall St,5,6221822.0,2001
M,Lexington Av (CBD),Spring St (6),,,['6'],Spring St,6,2953540.0,2001
M,Lexington Av (CBD),Astor Place (6),,,['6'],Astor Place,6,6408554.0,2001
M,Lexington Av (CBD),23 St (6),,,['6'],23 St,6,8600995.0,2001
M,Lexington Av (CBD),28 St (6),,,['6'],28 St,6,6366076.0,2001
M,Lexington Av (CBD),33 St (6),,,['6'],33 St,6,8178813.0,2001
M,Lexington Av (Non-CBD),68 St-Hunter College (6),,,['6'],68 St-Hunter College,6,9837416.0,2001
M,Lexington Av (Non-CBD),77 St (6),,,['6'],77 St,6,9591457.0,2001
M,Lexington Av (Non-CBD),"86 St (4,5,6)",,,"['4', '5', '6']",86 St,4,16996098.0,2001
M,Lexington Av (Non-CBD),"86 St (4,5,6)",,,"['4', '5', '6']",86 St,5,16996098.0,2001
M,Lexington Av (Non-CBD),"86 St (4,5,6)",,,"['4', '5', '6']",86 St,6,16996098.0,2001
M,Lexington Av (Non-CBD),96 St (6),,,['6'],96 St,6,6497773.0,2001
M,Lexington Av (Non-CBD),103 St (6),,,['6'],103 St,6,3999075.0,2001
M,Lexington Av (Non-CBD),110 St (6),,,['6'],110 St,6,2990257.0,2001
M,Lexington Av (Non-CBD),116 St (6),,,['6'],116 St,6,3983617.0,2001
M,Lexington Av (Non-CBD),"125 St (4,5,6)",,,"['4', '5', '6']",125 St,4,6440074.0,2001
M,Lexington Av (Non-CBD),"125 St (4,5,6)",,,"['4', '5', '6']",125 St,5,6440074.0,2001
M,Lexington Av (Non-CBD),"125 St (4,5,6)",,,"['4', '5', '6']",125 St,6,6440074.0,2001
Bx,Jerome Av,"138 St-Grand Concourse (4,5)",,,"['4', '5']",138 St-Grand Concourse,4,695696.0,2001
Bx,Jerome Av,"138 St-Grand Concourse (4,5)",,,"['4', '5']",138 St-Grand Concourse,5,695696.0,2001
Bx,Jerome Av,167 St (4),,,['4'],167 St,4,2375002.0,2001
Bx,Jerome Av,170 St (4),,,['4'],170 St,4,2166104.0,2001
Bx,Jerome Av,Mt Eden Av (4),,,['4'],Mt Eden Av,4,1428197.0,2001
Bx,Jerome Av,176 St (4),,,['4'],176 St,4,1366489.0,2001
Bx,Jerome Av,Burnside Av (4),,,['4'],Burnside Av,4,2764792.0,2001
Bx,Jerome Av,183 St (4),,,['4'],183 St,4,1624672.0,2001
Bx,Jerome Av,Fordham Rd (4),,,['4'],Fordham Rd,4,2943268.0,2001
Bx,Jerome Av,Kingsbridge Rd (4),,,['4'],Kingsbridge Rd,4,2429177.0,2001
Bx,Jerome Av,Bedford Park Blvd-Lehman College (4),,,['4'],Bedford Park Blvd-Lehman College,4,1282122.0,2001
Bx,Jerome Av,Mosholu Pkwy (4),,,['4'],Mosholu Pkwy,4,2211341.0,2001
Bx,Jerome Av,Woodlawn (4),,,['4'],Woodlawn,4,1421650.0,2001
Bx,White Plains Rd,"3 Av-149 St (2,5)",,,"['2', '5']",3 Av-149 St,2,6157503.0,2001
Bx,White Plains Rd,"3 Av-149 St (2,5)",,,"['2', '5']",3 Av-149 St,5,6157503.0,2001
Bx,White Plains Rd,"Jackson Av (2,5)",,,"['2', '5']",Jackson Av,2,1265164.0,2001
Bx,White Plains Rd,"Jackson Av (2,5)",,,"['2', '5']",Jackson Av,5,1265164.0,2001
Bx,White Plains Rd,"Prospect Av (2,5)",,,"['2', '5']",Prospect Av,2,1669193.0,2001
Bx,White Plains Rd,"Prospect Av (2,5)",,,"['2', '5']",Prospect Av,5,1669193.0,2001
Bx,White Plains Rd,"Intervale Av (2,5)",,,"['2', '5']",Intervale Av,2,668462.0,2001
Bx,White Plains Rd,"Intervale Av (2,5)",,,"['2', '5']",Intervale Av,5,668462.0,2001
Bx,White Plains Rd,"Simpson St (2,5)",,,"['2', '5']",Simpson St,2,2267465.0,2001
Bx,White Plains Rd,"Simpson St (2,5)",,,"['2', '5']",Simpson St,5,2267465.0,2001
Bx,White Plains Rd,"Freeman St (2,5)",,,"['2', '5']",Freeman St,2,798269.0,2001
Bx,White Plains Rd,"Freeman St (2,5)",,,"['2', '5']",Freeman St,5,798269.0,2001
Bx,White Plains Rd,"174 St (2,5)",,,"['2', '5']",174 St,2,1506939.0,2001
Bx,White Plains Rd,"174 St (2,5)",,,"['2', '5']",174 St,5,1506939.0,2001
Bx,White Plains Rd,"West Farms Sq-East Tremont Av (2,5)",,,"['2', '5']",West Farms Sq-East Tremont Av,2,1843274.0,2001
Bx,White Plains Rd,"West Farms Sq-East Tremont Av (2,5)",,,"['2', '5']",West Farms Sq-East Tremont Av,5,1843274.0,2001
Bx,White Plains Rd,"East 180 St (2,5)",,,"['2', '5']",East 180 St,2,1466813.0,2001
Bx,White Plains Rd,"East 180 St (2,5)",,,"['2', '5']",East 180 St,5,1466813.0,2001
Bx,White Plains Rd,"Bronx Park East (2,5)",,,"['2', '5']",Bronx Park East,2,548956.0,2001
Bx,White Plains Rd,"Bronx Park East (2,5)",,,"['2', '5']",Bronx Park East,5,548956.0,2001
Bx,White Plains Rd,"Pelham Pkwy (2,5)",,,"['2', '5']",Pelham Pkwy,2,1984764.0,2001
Bx,White Plains Rd,"Pelham Pkwy (2,5)",,,"['2', '5']",Pelham Pkwy,5,1984764.0,2001
Bx,White Plains Rd,"Allerton Av (2,5)",,,"['2', '5']",Allerton Av,2,1427038.0,2001
